split,condition,preprocessing,method,seed,selection,target,metric,value
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,observations,reconstruction_mse_transformed,0.99999999999999978
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,observations,reconstruction_mse_original_units,0.26064248385774058
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_0,reconstruction_mse_original_units,0.77890406190960038
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_1,reconstruction_mse_original_units,0.47579701435250377
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_2,reconstruction_mse_original_units,0.06433780552613122
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_3,reconstruction_mse_original_units,0.074109615024433764
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_4,reconstruction_mse_original_units,0.089690682088683651
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_5,reconstruction_mse_original_units,0.081015724245090848
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_mean,0
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_variance,0
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_range,0
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_dead_or_collapsed,1
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s,absolute_pearson_code_s,0
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s,absolute_spearman_code_s,0
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,s_distance_threshold,0.5
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_distance_fraction_of_range,0.050000000000000003
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_range,9.9999999999999998e-13
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,candidate_pair_count,51040
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,qualifying_close_code_pair_count,51040
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_pair_count,35737
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_fraction_of_close_code_pairs,0.70017633228840126
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s,code_collision_rate,0.70017633228840126
train,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,noiseless_generator,reconstruction_mse_original_units,0.255900700907436
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,observations,reconstruction_mse_transformed,0.96411942451769816
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,observations,reconstruction_mse_original_units,0.25700055383902892
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_0,reconstruction_mse_original_units,0.79356385931018159
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_1,reconstruction_mse_original_units,0.45552175216734014
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_2,reconstruction_mse_original_units,0.067098703960736944
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_3,reconstruction_mse_original_units,0.06812553824136923
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_4,reconstruction_mse_original_units,0.083856737033109183
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_5,reconstruction_mse_original_units,0.073836732321436699
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_mean,0
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_variance,0
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_range,0
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_dead_or_collapsed,1
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s,absolute_pearson_code_s,0
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s,absolute_spearman_code_s,0
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,s_distance_threshold,0.5
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_distance_fraction_of_range,0.050000000000000003
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_range,9.9999999999999998e-13
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,candidate_pair_count,12720
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,qualifying_close_code_pair_count,12720
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_pair_count,8897
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_fraction_of_close_code_pairs,0.69944968553459119
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s,code_collision_rate,0.69944968553459119
validation,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,noiseless_generator,reconstruction_mse_original_units,0.24955017589501874
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,observations,reconstruction_mse_transformed,0.96628944130797956
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,observations,reconstruction_mse_original_units,0.25159679774841592
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_0,reconstruction_mse_original_units,0.76015003568773243
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_1,reconstruction_mse_original_units,0.45208192718090184
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_2,reconstruction_mse_original_units,0.069559173321222315
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_3,reconstruction_mse_original_units,0.065844085838511826
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_4,reconstruction_mse_original_units,0.081171931956137033
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,feature_5,reconstruction_mse_original_units,0.08077363250599022
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_mean,0
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_variance,0
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_range,0
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,code_d1,code_dead_or_collapsed,1
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s,absolute_pearson_code_s,0
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s,absolute_spearman_code_s,0
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,s_distance_threshold,0.5
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_distance_fraction_of_range,0.050000000000000003
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_range,9.9999999999999998e-13
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,candidate_pair_count,28680
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,qualifying_close_code_pair_count,28680
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_pair_count,19867
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_fraction_of_close_code_pairs,0.69271269177126915
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,generator_parameter_s,code_collision_rate,0.69271269177126915
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,noiseless_generator,reconstruction_mse_original_units,0.24697865234891725
selection,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,optimizer,selected_epoch,0
selection,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,optimizer,selected_validation_loss,0.96411942451769816
selection,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,architecture,parameter_count_total,6
selection,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,architecture,parameter_count_trainable,6
test,nominal_curved,training_only_feature_standardization,mean,deterministic,deterministic_fit,observations,generalization_gap_original_units_test_minus_train,-0.0090456861093246577
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,observations,reconstruction_mse_transformed,0.58585180019693794
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,observations,reconstruction_mse_original_units,0.11567374755701389
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_0,reconstruction_mse_original_units,0.018332552862947521
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_1,reconstruction_mse_original_units,0.471108443724782
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_2,reconstruction_mse_original_units,0.020134440384217769
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_3,reconstruction_mse_original_units,0.014969219022260749
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_4,reconstruction_mse_original_units,0.088509595742284994
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_5,reconstruction_mse_original_units,0.080988233605590307
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_mean,4.0245584642661923e-17
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_variance,2.484889198818371
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_range,5.62744367857192
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_dead_or_collapsed,0
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s,absolute_pearson_code_s,0.98878805285009608
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s,absolute_spearman_code_s,0.99010817976738053
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,s_distance_threshold,0.5
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_distance_fraction_of_range,0.050000000000000003
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_range,5.62744367857192
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,candidate_pair_count,51040
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,qualifying_close_code_pair_count,5673
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_pair_count,74
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_fraction_of_close_code_pairs,0.013044244667724308
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s,code_collision_rate,0.013044244667724308
train,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,noiseless_generator,reconstruction_mse_original_units,0.1118173368767979
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,observations,reconstruction_mse_transformed,0.5559979884615921
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,observations,reconstruction_mse_original_units,0.11085124512633827
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_0,reconstruction_mse_original_units,0.016745807059293107
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_1,reconstruction_mse_original_units,0.45573585834568486
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_2,reconstruction_mse_original_units,0.019061718757101959
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_3,reconstruction_mse_original_units,0.015775891792629265
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_4,reconstruction_mse_original_units,0.083863169231377904
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_5,reconstruction_mse_original_units,0.073925025571942374
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_mean,-0.085338921081107327
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_variance,2.4414458848853489
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_range,5.5097158555620993
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_dead_or_collapsed,0
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s,absolute_pearson_code_s,0.99055910330888686
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s,absolute_spearman_code_s,0.99266963553263798
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,s_distance_threshold,0.5
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_distance_fraction_of_range,0.050000000000000003
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_range,5.5097158555620993
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,candidate_pair_count,12720
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,qualifying_close_code_pair_count,1297
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_pair_count,10
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_fraction_of_close_code_pairs,0.0077101002313030072
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s,code_collision_rate,0.0077101002313030072
validation,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,noiseless_generator,reconstruction_mse_original_units,0.10810185518667306
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,observations,reconstruction_mse_transformed,0.55197745356764694
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,observations,reconstruction_mse_original_units,0.10820519226277743
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_0,reconstruction_mse_original_units,0.020482552643535362
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_1,reconstruction_mse_original_units,0.43582203547053794
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_2,reconstruction_mse_original_units,0.020421217893189157
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_3,reconstruction_mse_original_units,0.013724155206160433
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_4,reconstruction_mse_original_units,0.077806618041398753
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,feature_5,reconstruction_mse_original_units,0.080974574321842921
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_mean,-0.19525014064536286
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_variance,2.4477493090199629
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_range,5.3511994396372558
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,code_d1,code_dead_or_collapsed,0
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s,absolute_pearson_code_s,0.98717212708591107
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s,absolute_spearman_code_s,0.99070209552249155
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,s_distance_threshold,0.5
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_distance_fraction_of_range,0.050000000000000003
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,code_range,5.3511994396372558
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,candidate_pair_count,28680
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,qualifying_close_code_pair_count,2985
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_pair_count,70
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s_simulation_diagnostic,collision_fraction_of_close_code_pairs,0.023450586264656615
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,generator_parameter_s,code_collision_rate,0.023450586264656615
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,noiseless_generator,reconstruction_mse_original_units,0.10612107785776609
selection,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,optimizer,selected_epoch,0
selection,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,optimizer,selected_validation_loss,0.5559979884615921
selection,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,architecture,parameter_count_total,12
selection,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,architecture,parameter_count_trainable,12
test,nominal_curved,training_only_feature_standardization,pca,deterministic,deterministic_fit,observations,generalization_gap_original_units_test_minus_train,-0.0074685552942364564
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.58591178335248606
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.11585281378686875
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.019939547042155593
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.47060309699320746
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.019877005408717154
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.015299784499141289
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.088393425084924176
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.081004023693066876
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_mean,0.00025941204861574944
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_variance,2.4200293992887318
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_range,5.5429494428643178
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s,absolute_pearson_code_s,0.98784051579208731
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s,absolute_spearman_code_s,0.98943434506196348
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,s_distance_threshold,0.5
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,code_distance_fraction_of_range,0.050000000000000003
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,code_range,5.5429494428643178
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,candidate_pair_count,51040
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,qualifying_close_code_pair_count,5750
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,collision_pair_count,102
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,collision_fraction_of_close_code_pairs,0.017739130434782608
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s,code_collision_rate,0.017739130434782608
train,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,noiseless_generator,reconstruction_mse_original_units,0.11198326529514503
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.55577322573107679
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.11100886634391975
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.018304112636750934
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.45527022960304608
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.018761648100552381
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.016022562831629904
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.083762946282634448
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.073931698608904736
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_mean,-0.08364704535622372
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_variance,2.3761875952177585
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_range,5.4215928828711801
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s,absolute_pearson_code_s,0.98968287047257286
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s,absolute_spearman_code_s,0.99186393999765621
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,s_distance_threshold,0.5
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,code_distance_fraction_of_range,0.050000000000000003
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,code_range,5.4215928828711801
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,candidate_pair_count,12720
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,qualifying_close_code_pair_count,1305
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,collision_pair_count,15
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,collision_fraction_of_close_code_pairs,0.011494252873563218
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s,code_collision_rate,0.011494252873563218
validation,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,noiseless_generator,reconstruction_mse_original_units,0.10823284241961413
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.55151512852687257
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.10837225335140357
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.021845979613831966
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.43578071109466754
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.020140202546819797
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.013883577500164135
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.077618289184055972
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.080964760168882099
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_mean,-0.19138283963368483
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_variance,2.3894519596866437
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_range,5.2596104912903456
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s,absolute_pearson_code_s,0.986143211103234
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s,absolute_spearman_code_s,0.9899590270664419
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,s_distance_threshold,0.5
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,code_distance_fraction_of_range,0.050000000000000003
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,code_range,5.2596104912903456
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,candidate_pair_count,28680
test,nominal_curved,training_only_feature_standardization,linear_ae,0,validation_checkpoint_per_seed,generator_parameter_s_simulation_diagnostic,qualifying_close_code_pair_count,3014
