split,condition,preprocessing,method,seed,selection,target,metric,value
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,1,validation_checkpoint_per_seed,code_d1,code_variance,0.45005748848614802
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,1,validation_checkpoint_per_seed,code_d1,code_range,3.3272617146698895
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,1,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,1,validation_checkpoint_per_seed,optimizer,selected_epoch,155
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,1,validation_checkpoint_per_seed,optimizer,selected_validation_loss,0.59731613183931576
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,1,validation_checkpoint_per_seed,architecture,parameter_count_total,135
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,1,validation_checkpoint_per_seed,architecture,parameter_count_trainable,135
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,1,validation_checkpoint_per_seed,observations,generalization_gap_original_units_test_minus_train,0.007836501704311577
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.58819542279886194
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.10506947077416755
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.050056870784114318
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.39252477064642061
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.016727513394556446
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.020411487633931431
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.074164741793584635
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.076531440392397884
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_mean,0.089408608738111808
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_variance,0.26202956908306579
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_range,2.9077508880922291
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.5994141612787397
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.11387598082609959
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.068842889415368355
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.42823514138192864
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.010811385344422081
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.019047892916872745
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.081138837974581032
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.075179737923424778
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_mean,0.014634863094375001
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_variance,0.32911828384779335
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_range,2.7513339723254417
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.62573432545312535
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.11296715573068535
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.051053253769630151
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.42858740757785108
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.018155861251634146
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.020606007063424539
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.075535659890953191
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.08386474483061887
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_mean,0.044278175515596527
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_variance,0.27962998225163921
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_range,2.7302909595015752
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,optimizer,selected_epoch,174
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,optimizer,selected_validation_loss,0.5994141612787397
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,architecture,parameter_count_total,135
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,architecture,parameter_count_trainable,135
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,2,validation_checkpoint_per_seed,observations,generalization_gap_original_units_test_minus_train,0.0078976849565177976
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.59021008064497182
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.10483355728902374
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.043808543653168865
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.39629786076649814
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.016960765589408462
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.019747224498792841
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.075433836408277624
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.076753112817996516
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_mean,0.11463133213315993
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_variance,0.26160045514011276
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_range,2.8730087772644541
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.59784671844564585
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.11309762783738765
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.056377376565630508
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.43667987510663392
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.010966503839721937
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.017845976539613347
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.081267015066254569
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.075449019906471612
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_mean,0.18369145324490788
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_variance,0.32713153335670964
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_range,2.8050014758954886
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.62635962015565672
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.1124095106583434
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.044838848761968343
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.43075577072746979
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.018256791892174096
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.020102583255783582
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.076365985227302743
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.08413708408536183
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_mean,0.15882199621573548
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_variance,0.27520627786296231
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_range,2.691010790591942
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,optimizer,selected_epoch,98
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,optimizer,selected_validation_loss,0.59784671844564585
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,architecture,parameter_count_total,135
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,architecture,parameter_count_trainable,135
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,3,validation_checkpoint_per_seed,observations,generalization_gap_original_units_test_minus_train,0.0075759533693196546
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.58922315894246891
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.10539866312130157
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.060393561588612352
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.38367264834901721
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.018303966784543026
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.020607562180000566
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.072610090311334904
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.076804149514301395
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_mean,0.22058223865093368
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_variance,0.52479134194782817
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_range,4.209110457833563
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.60759064211629987
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.11707596578512207
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.087453541406448884
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.42767347323545779
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.012938225903973078
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.019372037698138962
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.08010763897837192
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.074910877488341771
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_mean,0.32467519658616528
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_variance,0.63073582166427511
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_range,3.8085324697012339
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.62915954396044582
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.11357954762332331
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.062536303076305158
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.41940237352977899
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.020906535760530247
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.020223055936327328
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.07399561527816105
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.084413402158837067
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_mean,0.28225371285043532
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_variance,0.56187918271427406
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_range,3.5207179330531173
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,optimizer,selected_epoch,129
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,optimizer,selected_validation_loss,0.60759064211629987
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,architecture,parameter_count_total,135
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,architecture,parameter_count_trainable,135
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,4,validation_checkpoint_per_seed,observations,generalization_gap_original_units_test_minus_train,0.008180884502021743
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,observations,reconstruction_mse_transformed,0.58965536818202202
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,observations,reconstruction_mse_original_units,0.10534116823413138
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_0,reconstruction_mse_original_units,0.057463160368345978
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_1,reconstruction_mse_original_units,0.38617580440170246
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_2,reconstruction_mse_original_units,0.019487363918292921
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_3,reconstruction_mse_original_units,0.019247552178756518
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_4,reconstruction_mse_original_units,0.073750076465133513
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_5,reconstruction_mse_original_units,0.075923052072556868
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_mean,0.2239110215662965
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_variance,0.40931946475146308
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_range,3.8719443066076309
train,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_dead_or_collapsed,0
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,observations,reconstruction_mse_transformed,0.59731613183931576
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,observations,reconstruction_mse_original_units,0.11442081133592355
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_0,reconstruction_mse_original_units,0.075048514151112716
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_1,reconstruction_mse_original_units,0.42731651288207634
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_2,reconstruction_mse_original_units,0.013496483891707123
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_3,reconstruction_mse_original_units,0.018001335139997847
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_4,reconstruction_mse_original_units,0.078924045333416432
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_5,reconstruction_mse_original_units,0.073737976617230833
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_mean,0.11354763397559328
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_variance,0.53475423712464898
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_range,3.8096554200061914
validation,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_dead_or_collapsed,0
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,observations,reconstruction_mse_transformed,0.62825563994991296
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,observations,reconstruction_mse_original_units,0.11317766993844296
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_0,reconstruction_mse_original_units,0.058753035967778186
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_1,reconstruction_mse_original_units,0.42106834607964816
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_2,reconstruction_mse_original_units,0.022040505961420539
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_3,reconstruction_mse_original_units,0.018923812843423371
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_4,reconstruction_mse_original_units,0.074945197383886969
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,feature_5,reconstruction_mse_original_units,0.083335121394500666
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_mean,0.15317752704054383
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_variance,0.45005748848614802
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_range,3.3272617146698895
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,code_d1,code_dead_or_collapsed,0
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,optimizer,selected_epoch,155
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,optimizer,selected_validation_loss,0.59731613183931576
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,architecture,parameter_count_total,135
selection,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,architecture,parameter_count_trainable,135
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,selected,best_validation_seed_1,observations,generalization_gap_original_units_test_minus_train,0.007836501704311577
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,aggregate,five_predeclared_seeds,seed_distribution,seed_test_mse_mean,0.11299216782621715
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,aggregate,five_predeclared_seeds,seed_distribution,seed_test_mse_std,0.00038648059673424662
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,aggregate,five_predeclared_seeds,seed_distribution,seed_test_mse_min,0.1124095106583434
test,full_dimensional_gaussian,training_only_feature_standardization,nonlinear_ae,aggregate,five_predeclared_seeds,seed_distribution,seed_test_mse_max,0.11357954762332331
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.71733594076285245
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.15069791503003677
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.37197883365613571
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,feature_1,reconstruction_mse_original_units,0.31817164710458251
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,feature_2,reconstruction_mse_original_units,0.056053766387872225
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,feature_3,reconstruction_mse_original_units,0.024085737812849776
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,feature_4,reconstruction_mse_original_units,0.06415767889912824
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,feature_5,reconstruction_mse_original_units,0.069739826319652087
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,code_d1,code_mean,-0.0047482679005164466
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,code_d1,code_variance,0.094859252860551455
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,code_d1,code_range,1.3522411828226935
train,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,code_d1,code_dead_or_collapsed,0
validation,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,observations,reconstruction_mse_transformed,0.74869304306444817
validation,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,observations,reconstruction_mse_original_units,0.16616272112021171
validation,full_dimensional_gaussian,training_only_feature_standardization,frozen_random_encoder,0,validation_checkpoint_per_seed,feature_0,reconstruction_mse_original_units,0.42925977751612326
