dt,sigma,replicate,model,output,feature,coefficient,true_coefficient
0.025,0.02,7,cubic,dy,y,0.985402010541,1
0.025,0.02,7,cubic,dy,x2,-0.000992053333383,0
0.025,0.02,7,cubic,dy,xy,-0.00366802532801,0
0.025,0.02,7,cubic,dy,y2,0.00652411074704,0
0.025,0.02,7,cubic,dy,x3,0.00460870401838,0
0.025,0.02,7,cubic,dy,x2y,-0.972913259616,-1
0.025,0.02,7,cubic,dy,xy2,0.00575751437742,0
0.025,0.02,7,cubic,dy,y3,-0.99127786735,-1
0.025,0.02,7,affine,dx,1,0.00308247599709,0
0.025,0.02,7,affine,dx,x,0.0212918188728,1
0.025,0.02,7,affine,dx,y,-1.99643429631,-2
0.025,0.02,7,affine,dx,x2,0,0
0.025,0.02,7,affine,dx,xy,0,0
0.025,0.02,7,affine,dx,y2,0,0
0.025,0.02,7,affine,dx,x3,0,-1
0.025,0.02,7,affine,dx,x2y,0,0
0.025,0.02,7,affine,dx,xy2,0,-1
0.025,0.02,7,affine,dx,y3,0,0
0.025,0.02,7,affine,dy,1,0.021295803776,0
0.025,0.02,7,affine,dy,x,1.99950138953,2
0.025,0.02,7,affine,dy,y,0.0149283679312,1
0.025,0.02,7,affine,dy,x2,0,0
0.025,0.02,7,affine,dy,xy,0,0
0.025,0.02,7,affine,dy,y2,0,0
0.025,0.02,7,affine,dy,x3,0,0
0.025,0.02,7,affine,dy,x2y,0,-1
0.025,0.02,7,affine,dy,xy2,0,0
0.025,0.02,7,affine,dy,y3,0,-1
0.025,0.02,7,permuted,dx,1,-0.113436577687,0
0.025,0.02,7,permuted,dx,x,-0.109049268416,1
0.025,0.02,7,permuted,dx,y,-0.0610539243592,-2
0.025,0.02,7,permuted,dx,x2,0.0548238439626,0
0.025,0.02,7,permuted,dx,xy,-0.04709224406,0
0.025,0.02,7,permuted,dx,y2,-0.00754681155387,0
0.025,0.02,7,permuted,dx,x3,0.143433895384,-1
0.025,0.02,7,permuted,dx,x2y,0.0928499619688,0
0.025,0.02,7,permuted,dx,xy2,0.179332391091,-1
0.025,0.02,7,permuted,dx,y3,0.0375851513149,0
0.025,0.02,7,permuted,dy,1,0.0827474078039,0
0.025,0.02,7,permuted,dy,x,0.220158465309,2
0.025,0.02,7,permuted,dy,y,-0.0476768354766,1
0.025,0.02,7,permuted,dy,x2,-0.029050476083,0
0.025,0.02,7,permuted,dy,xy,0.0672492394602,0
0.025,0.02,7,permuted,dy,y2,-0.077671225171,0
0.025,0.02,7,permuted,dy,x3,-0.215536570665,0
0.025,0.02,7,permuted,dy,x2y,-0.00527907871915,-1
0.025,0.02,7,permuted,dy,xy2,-0.32753020131,0
0.025,0.02,7,permuted,dy,y3,0.0729224936531,-1
0.025,0.02,8,cubic,dx,1,-0.00345907365986,0
0.025,0.02,8,cubic,dx,x,0.981503340273,1
0.025,0.02,8,cubic,dx,y,-1.99762640694,-2
0.025,0.02,8,cubic,dx,x2,0.0016053404752,0
0.025,0.02,8,cubic,dx,xy,0.00017865748272,0
0.025,0.02,8,cubic,dx,y2,0.00600929369472,0
0.025,0.02,8,cubic,dx,x3,-0.974999874297,-1
0.025,0.02,8,cubic,dx,x2y,-0.00432581379829,0
0.025,0.02,8,cubic,dx,xy2,-0.998326254115,-1
0.025,0.02,8,cubic,dx,y3,-0.00118963734636,0
0.025,0.02,8,cubic,dy,1,0.00829195213471,0
0.025,0.02,8,cubic,dy,x,2.00348423085,2
0.025,0.02,8,cubic,dy,y,0.976644286564,1
0.025,0.02,8,cubic,dy,x2,-0.0102955898325,0
0.025,0.02,8,cubic,dy,xy,0.00324183704481,0
0.025,0.02,8,cubic,dy,y2,-0.00653081180733,0
0.025,0.02,8,cubic,dy,x3,-0.000983440280601,0
0.025,0.02,8,cubic,dy,x2y,-0.988218893917,-1
0.025,0.02,8,cubic,dy,xy2,-0.00336815755111,0
0.025,0.02,8,cubic,dy,y3,-0.974810293842,-1
0.025,0.02,8,affine,dx,1,0.00488495826613,0
0.025,0.02,8,affine,dx,x,0.0182448171735,1
0.025,0.02,8,affine,dx,y,-1.99900503302,-2
0.025,0.02,8,affine,dx,x2,0,0
0.025,0.02,8,affine,dx,xy,0,0
0.025,0.02,8,affine,dx,y2,0,0
0.025,0.02,8,affine,dx,x3,0,-1
0.025,0.02,8,affine,dx,x2y,0,0
0.025,0.02,8,affine,dx,xy2,0,-1
0.025,0.02,8,affine,dx,y3,0,0
0.025,0.02,8,affine,dy,1,0.0206280634454,0
0.025,0.02,8,affine,dy,x,2.00267357691,2
0.025,0.02,8,affine,dy,y,0.0161427350421,1
0.025,0.02,8,affine,dy,x2,0,0
0.025,0.02,8,affine,dy,xy,0,0
0.025,0.02,8,affine,dy,y2,0,0
0.025,0.02,8,affine,dy,x3,0,0
0.025,0.02,8,affine,dy,x2y,0,-1
0.025,0.02,8,affine,dy,xy2,0,0
0.025,0.02,8,affine,dy,y3,0,-1
0.025,0.02,8,permuted,dx,1,-0.0016423943984,0
0.025,0.02,8,permuted,dx,x,0.196388480436,1
0.025,0.02,8,permuted,dx,y,-0.0247186921371,-2
0.025,0.02,8,permuted,dx,x2,-0.0440045881755,0
0.025,0.02,8,permuted,dx,xy,0.0703146547524,0
0.025,0.02,8,permuted,dx,y2,-0.157558692059,0
0.025,0.02,8,permuted,dx,x3,-0.159732071791,-1
0.025,0.02,8,permuted,dx,x2y,0.189701761225,0
0.025,0.02,8,permuted,dx,xy2,-0.190570089696,-1
0.025,0.02,8,permuted,dx,y3,0.0704428217165,0
0.025,0.02,8,permuted,dy,1,0.107617705755,0
0.025,0.02,8,permuted,dy,x,-0.0539991462193,2
0.025,0.02,8,permuted,dy,y,-0.354555758029,1
0.025,0.02,8,permuted,dy,x2,-0.0515871435349,0
0.025,0.02,8,permuted,dy,xy,0.0826285510331,0
0.025,0.02,8,permuted,dy,y2,-0.0872350128414,0
0.025,0.02,8,permuted,dy,x3,0.0751827195321,0
0.025,0.02,8,permuted,dy,x2y,0.292125540222,-1
0.025,0.02,8,permuted,dy,xy2,-0.0664433935993,0
0.025,0.02,8,permuted,dy,y3,0.296979874123,-1
0.025,0.02,9,cubic,dx,1,0.00143172894679,0
0.025,0.02,9,cubic,dx,x,0.983210149491,1
0.025,0.02,9,cubic,dx,y,-1.99725775166,-2
0.025,0.02,9,cubic,dx,x2,0.00179530609373,0
0.025,0.02,9,cubic,dx,xy,0.00531811519283,0
0.025,0.02,9,cubic,dx,y2,0.000561581484727,0
0.025,0.02,9,cubic,dx,x3,-0.981502292794,-1
0.025,0.02,9,cubic,dx,x2y,-0.0047212275324,0
0.025,0.02,9,cubic,dx,xy2,-0.998248356037,-1
0.025,0.02,9,cubic,dx,y3,0.000114486594942,0
0.025,0.02,9,cubic,dy,1,0.00220711037259,0
0.025,0.02,9,cubic,dy,x,2.02044837256,2
0.025,0.02,9,cubic,dy,y,1.00207693538,1
0.025,0.02,9,cubic,dy,x2,-0.00562614673644,0
0.025,0.02,9,cubic,dy,xy,0.0020864660119,0
0.025,0.02,9,cubic,dy,y2,0.000434571195017,0
0.025,0.02,9,cubic,dy,x3,-0.019945976063,0
0.025,0.02,9,cubic,dy,x2y,-1.01362498088,-1
0.025,0.02,9,cubic,dy,xy2,-0.0186339199419,0
0.025,0.02,9,cubic,dy,y3,-0.996910240063,-1
0.025,0.02,9,affine,dx,1,0.00663678934489,0
0.025,0.02,9,affine,dx,x,0.0169883802465,1
0.025,0.02,9,affine,dx,y,-1.99693609539,-2
0.025,0.02,9,affine,dx,x2,0,0
0.025,0.02,9,affine,dx,xy,0,0
0.025,0.02,9,affine,dx,y2,0,0
0.025,0.02,9,affine,dx,x3,0,-1
0.025,0.02,9,affine,dx,x2y,0,0
0.025,0.02,9,affine,dx,xy2,0,-1
0.025,0.02,9,affine,dx,y3,0,0
0.025,0.02,9,affine,dy,1,0.0192977524212,0
0.025,0.02,9,affine,dy,x,2.0027719073,2
0.025,0.02,9,affine,dy,y,0.0181506004641,1
0.025,0.02,9,affine,dy,x2,0,0
0.025,0.02,9,affine,dy,xy,0,0
0.025,0.02,9,affine,dy,y2,0,0
0.025,0.02,9,affine,dy,x3,0,0
0.025,0.02,9,affine,dy,x2y,0,-1
0.025,0.02,9,affine,dy,xy2,0,0
0.025,0.02,9,affine,dy,y3,0,-1
0.025,0.02,9,permuted,dx,1,-0.0884857551384,0
0.025,0.02,9,permuted,dx,x,0.0320150071742,1
0.025,0.02,9,permuted,dx,y,-0.0954299201991,-2
0.025,0.02,9,permuted,dx,x2,0.00532904382828,0
0.025,0.02,9,permuted,dx,xy,-0.00566652484846,0
0.025,0.02,9,permuted,dx,y2,-0.00949721158738,0
0.025,0.02,9,permuted,dx,x3,-0.0161669884413,-1
0.025,0.02,9,permuted,dx,x2y,0.0571626834749,0
0.025,0.02,9,permuted,dx,xy2,-0.143883835394,-1
0.025,0.02,9,permuted,dx,y3,0.0966324225119,0
0.025,0.02,9,permuted,dy,1,0.0102753941197,0
0.025,0.02,9,permuted,dy,x,0.0644435831455,2
0.025,0.02,9,permuted,dy,y,-0.0830561888897,1
0.025,0.02,9,permuted,dy,x2,0.0132938485118,0
0.025,0.02,9,permuted,dy,xy,0.0990109754003,0
0.025,0.02,9,permuted,dy,y2,0.0429469570949,0
0.025,0.02,9,permuted,dy,x3,-0.0473172629958,0
0.025,0.02,9,permuted,dy,x2y,0.0762568009283,-1
0.025,0.02,9,permuted,dy,xy2,-0.0551851552077,0
0.025,0.02,9,permuted,dy,y3,0.045648360785,-1
0.025,0.05,0,cubic,dx,1,-0.00864158967234,0
0.025,0.05,0,cubic,dx,x,0.974768031817,1
0.025,0.05,0,cubic,dx,y,-2.01868495177,-2
0.025,0.05,0,cubic,dx,x2,0.00337794009945,0
0.025,0.05,0,cubic,dx,xy,-0.0113632268176,0
0.025,0.05,0,cubic,dx,y2,0.0145770108651,0
0.025,0.05,0,cubic,dx,x3,-0.966416976344,-1
0.025,0.05,0,cubic,dx,x2y,-0.0161846986429,0
0.025,0.05,0,cubic,dx,xy2,-0.99430009541,-1
0.025,0.05,0,cubic,dx,y3,0.0249284977333,0
0.025,0.05,0,cubic,dy,1,0.00104330206821,0
0.025,0.05,0,cubic,dy,x,2.01964508309,2
0.025,0.05,0,cubic,dy,y,0.964954062164,1
0.025,0.05,0,cubic,dy,x2,-0.00316489297581,0
0.025,0.05,0,cubic,dy,xy,0.0106477319718,0
0.025,0.05,0,cubic,dy,y2,0.00105751910854,0
0.025,0.05,0,cubic,dy,x3,-0.0276646379006,0
0.025,0.05,0,cubic,dy,x2y,-0.937649427874,-1
0.025,0.05,0,cubic,dy,xy2,0.00466895714437,0
0.025,0.05,0,cubic,dy,y3,-0.962079211425,-1
0.025,0.05,0,affine,dx,1,0.00319381185193,0
0.025,0.05,0,affine,dx,x,0.0161330979503,1
0.025,0.05,0,affine,dx,y,-2.00360247077,-2
0.025,0.05,0,affine,dx,x2,0,0
0.025,0.05,0,affine,dx,xy,0,0
0.025,0.05,0,affine,dx,y2,0,0
0.025,0.05,0,affine,dx,x3,0,-1
0.025,0.05,0,affine,dx,x2y,0,0
0.025,0.05,0,affine,dx,xy2,0,-1
0.025,0.05,0,affine,dx,y3,0,0
0.025,0.05,0,affine,dy,1,0.0200932944233,0
0.025,0.05,0,affine,dy,x,2.0011202902,2
0.025,0.05,0,affine,dy,y,0.023542622362,1
0.025,0.05,0,affine,dy,x2,0,0
0.025,0.05,0,affine,dy,xy,0,0
0.025,0.05,0,affine,dy,y2,0,0
0.025,0.05,0,affine,dy,x3,0,0
0.025,0.05,0,affine,dy,x2y,0,-1
0.025,0.05,0,affine,dy,xy2,0,0
0.025,0.05,0,affine,dy,y3,0,-1
0.025,0.05,0,permuted,dx,1,-0.0703806707911,0
0.025,0.05,0,permuted,dx,x,-0.178750612224,1
0.025,0.05,0,permuted,dx,y,0.100766937409,-2
0.025,0.05,0,permuted,dx,x2,-0.0266562168793,0
0.025,0.05,0,permuted,dx,xy,-0.0368507020465,0
0.025,0.05,0,permuted,dx,y2,-0.0311246898263,0
0.025,0.05,0,permuted,dx,x3,0.200817103891,-1
0.025,0.05,0,permuted,dx,x2y,-0.211554871169,0
0.025,0.05,0,permuted,dx,xy2,0.143696791812,-1
0.025,0.05,0,permuted,dx,y3,-0.0070819205786,0
0.025,0.05,0,permuted,dy,1,0.0604568797889,0
0.025,0.05,0,permuted,dy,x,-0.223002113058,2
0.025,0.05,0,permuted,dy,y,-0.0799352270785,1
0.025,0.05,0,permuted,dy,x2,-0.0285294787702,0
0.025,0.05,0,permuted,dy,xy,0.0119382702834,0
0.025,0.05,0,permuted,dy,y2,-0.0264702410054,0
0.025,0.05,0,permuted,dy,x3,0.258808849252,0
0.025,0.05,0,permuted,dy,x2y,0.196092645348,-1
0.025,0.05,0,permuted,dy,xy2,0.108688506627,0
0.025,0.05,0,permuted,dy,y3,0.145944207535,-1
0.025,0.05,1,cubic,dx,1,-0.000496271077779,0
0.025,0.05,1,cubic,dx,x,1.00654769112,1
0.025,0.05,1,cubic,dx,y,-2.01039981466,-2
0.025,0.05,1,cubic,dx,x2,-0.00252430590822,0
0.025,0.05,1,cubic,dx,xy,-0.0038914161185,0
0.025,0.05,1,cubic,dx,y2,0.00274572907495,0
0.025,0.05,1,cubic,dx,x3,-0.995757293188,-1
0.025,0.05,1,cubic,dx,x2y,-0.031516653907,0
0.025,0.05,1,cubic,dx,xy2,-1.02449327368,-1
0.025,0.05,1,cubic,dx,y3,0.0207139466055,0
0.025,0.05,1,cubic,dy,1,0.0140605534331,0
0.025,0.05,1,cubic,dy,x,1.98542984949,2
0.025,0.05,1,cubic,dy,y,0.970758523214,1
0.025,0.05,1,cubic,dy,x2,-0.0101094548324,0
0.025,0.05,1,cubic,dy,xy,0.0069486690325,0
0.025,0.05,1,cubic,dy,y2,-0.0190299297263,0
0.025,0.05,1,cubic,dy,x3,0.0152816398098,0
0.025,0.05,1,cubic,dy,x2y,-0.970514186671,-1
0.025,0.05,1,cubic,dy,xy2,-0.00864009267695,0
0.025,0.05,1,cubic,dy,y3,-0.97092996749,-1
0.025,0.05,1,affine,dx,1,0.00395388682623,0
0.025,0.05,1,affine,dx,x,0.0199144946178,1
0.025,0.05,1,affine,dx,y,-2.00041981829,-2
0.025,0.05,1,affine,dx,x2,0,0
0.025,0.05,1,affine,dx,xy,0,0
0.025,0.05,1,affine,dx,y2,0,0
0.025,0.05,1,affine,dx,x3,0,-1
0.025,0.05,1,affine,dx,x2y,0,0
0.025,0.05,1,affine,dx,xy2,0,-1
0.025,0.05,1,affine,dx,y3,0,0
0.025,0.05,1,affine,dy,1,0.0202528682647,0
0.025,0.05,1,affine,dy,x,1.99713592351,2
0.025,0.05,1,affine,dy,y,0.0194449026726,1
0.025,0.05,1,affine,dy,x2,0,0
0.025,0.05,1,affine,dy,xy,0,0
0.025,0.05,1,affine,dy,y2,0,0
0.025,0.05,1,affine,dy,x3,0,0
0.025,0.05,1,affine,dy,x2y,0,-1
0.025,0.05,1,affine,dy,xy2,0,0
0.025,0.05,1,affine,dy,y3,0,-1
0.025,0.05,1,permuted,dx,1,-0.0353764331995,0
0.025,0.05,1,permuted,dx,x,0.119095830199,1
0.025,0.05,1,permuted,dx,y,-0.00707093548777,-2
0.025,0.05,1,permuted,dx,x2,-0.0187834154097,0
0.025,0.05,1,permuted,dx,xy,-0.0682130872411,0
0.025,0.05,1,permuted,dx,y2,-0.108121392892,0
0.025,0.05,1,permuted,dx,x3,-0.154384793937,-1
0.025,0.05,1,permuted,dx,x2y,-0.0123763973807,0
0.025,0.05,1,permuted,dx,xy2,-0.211976055322,-1
0.025,0.05,1,permuted,dx,y3,0.0344628644431,0
0.025,0.05,1,permuted,dy,1,-0.0398799743215,0
0.025,0.05,1,permuted,dy,x,0.193576961928,2
0.025,0.05,1,permuted,dy,y,-0.255597823841,1
0.025,0.05,1,permuted,dy,x2,0.0910432196456,0
0.025,0.05,1,permuted,dy,xy,0.00172603886931,0
0.025,0.05,1,permuted,dy,y2,0.0777421437642,0
0.025,0.05,1,permuted,dy,x3,-0.166043062381,0
0.025,0.05,1,permuted,dy,x2y,0.374131550702,-1
0.025,0.05,1,permuted,dy,xy2,-0.218949036941,0
0.025,0.05,1,permuted,dy,y3,0.240936083865,-1
0.025,0.05,2,cubic,dx,1,0.0280168113325,0
0.025,0.05,2,cubic,dx,x,0.95059012129,1
0.025,0.05,2,cubic,dx,y,-2.04384713744,-2
0.025,0.05,2,cubic,dx,x2,-0.0349545428311,0
0.025,0.05,2,cubic,dx,xy,0.0129123435639,0
0.025,0.05,2,cubic,dx,y2,-0.0225022546504,0
0.025,0.05,2,cubic,dx,x3,-0.957490919456,-1
0.025,0.05,2,cubic,dx,x2y,-0.0151778056578,0
0.025,0.05,2,cubic,dx,xy2,-0.92766718572,-1
0.025,0.05,2,cubic,dx,y3,0.0657796824097,0
0.025,0.05,2,cubic,dy,1,-0.00368555075928,0
0.025,0.05,2,cubic,dy,x,1.99872951134,2
0.025,0.05,2,cubic,dy,y,0.945574063987,1
0.025,0.05,2,cubic,dy,x2,0.00798330546003,0
0.025,0.05,2,cubic,dy,xy,0.0156803618567,0
0.025,0.05,2,cubic,dy,y2,-0.000240707670093,0
0.025,0.05,2,cubic,dy,x3,-0.0122737634411,0
0.025,0.05,2,cubic,dy,x2y,-0.914328647914,-1
0.025,0.05,2,cubic,dy,xy2,0.0291510039526,0
0.025,0.05,2,cubic,dy,y3,-0.943925519576,-1
0.025,0.05,2,affine,dx,1,0.00493982037723,0
0.025,0.05,2,affine,dx,x,0.017263528313,1
0.025,0.05,2,affine,dx,y,-1.99626787088,-2
0.025,0.05,2,affine,dx,x2,0,0
0.025,0.05,2,affine,dx,xy,0,0
0.025,0.05,2,affine,dx,y2,0,0
0.025,0.05,2,affine,dx,x3,0,-1
0.025,0.05,2,affine,dx,x2y,0,0
0.025,0.05,2,affine,dx,xy2,0,-1
0.025,0.05,2,affine,dx,y3,0,0
0.025,0.05,2,affine,dy,1,0.0182085727525,0
0.025,0.05,2,affine,dy,x,1.9984128172,2
0.025,0.05,2,affine,dy,y,0.0227247376969,1
0.025,0.05,2,affine,dy,x2,0,0
0.025,0.05,2,affine,dy,xy,0,0
0.025,0.05,2,affine,dy,y2,0,0
0.025,0.05,2,affine,dy,x3,0,0
0.025,0.05,2,affine,dy,x2y,0,-1
0.025,0.05,2,affine,dy,xy2,0,0
0.025,0.05,2,affine,dy,y3,0,-1
0.025,0.05,2,permuted,dx,1,-0.116671300027,0
0.025,0.05,2,permuted,dx,x,0.0591686440734,1
0.025,0.05,2,permuted,dx,y,0.134765605505,-2
0.025,0.05,2,permuted,dx,x2,-0.0224625231074,0
0.025,0.05,2,permuted,dx,xy,-0.0500477834153,0
0.025,0.05,2,permuted,dx,y2,0.0666987725004,0
0.025,0.05,2,permuted,dx,x3,-0.0173174243747,-1
0.025,0.05,2,permuted,dx,x2y,-0.105345770839,0
0.025,0.05,2,permuted,dx,xy2,0.0288377143038,-1
0.025,0.05,2,permuted,dx,y3,-0.103520210242,0
0.025,0.05,2,permuted,dy,1,0.0853022422702,0
0.025,0.05,2,permuted,dy,x,0.193576983866,2
0.025,0.05,2,permuted,dy,y,-0.23475953129,1
0.025,0.05,2,permuted,dy,x2,-0.0429707830216,0
0.025,0.05,2,permuted,dy,xy,-0.0725240379623,0
0.025,0.05,2,permuted,dy,y2,-0.0602017599818,0
0.025,0.05,2,permuted,dy,x3,-0.216910235212,0
0.025,0.05,2,permuted,dy,x2y,0.204514050062,-1
0.025,0.05,2,permuted,dy,xy2,-0.270330773946,0
0.025,0.05,2,permuted,dy,y3,0.304638728604,-1
0.025,0.05,3,cubic,dx,1,0.00080024934432,0
0.025,0.05,3,cubic,dx,x,0.955140611129,1
0.025,0.05,3,cubic,dx,y,-2.04960421186,-2
0.025,0.05,3,cubic,dx,x2,-0.000725318343043,0
0.025,0.05,3,cubic,dx,xy,0.0172393760051,0
0.025,0.05,3,cubic,dx,y2,-0.00120308132158,0
0.025,0.05,3,cubic,dx,x3,-0.954258670958,-1
0.025,0.05,3,cubic,dx,x2y,0.0558764144196,0
0.025,0.05,3,cubic,dx,xy2,-0.963390590621,-1
0.025,0.05,3,cubic,dx,y3,0.0469353053428,0
0.025,0.05,3,cubic,dy,1,0.000904504883238,0
0.025,0.05,3,cubic,dy,x,1.98095387874,2
0.025,0.05,3,cubic,dy,y,0.950010102312,1
0.025,0.05,3,cubic,dy,x2,0.000416297907171,0
0.025,0.05,3,cubic,dy,xy,-0.00592277282727,0
0.025,0.05,3,cubic,dy,y2,0.00639698557397,0
0.025,0.05,3,cubic,dy,x3,0.0273334619024,0
0.025,0.05,3,cubic,dy,x2y,-0.926625252402,-1
0.025,0.05,3,cubic,dy,xy2,-0.000693837947583,0
0.025,0.05,3,cubic,dy,y3,-0.956800375132,-1
0.025,0.05,3,affine,dx,1,0.00365794636259,0
0.025,0.05,3,affine,dx,x,0.0152484455433,1
0.025,0.05,3,affine,dx,y,-1.99991194055,-2
0.025,0.05,3,affine,dx,x2,0,0
0.025,0.05,3,affine,dx,xy,0,0
0.025,0.05,3,affine,dx,y2,0,0
0.025,0.05,3,affine,dx,x3,0,-1
0.025,0.05,3,affine,dx,x2y,0,0
0.025,0.05,3,affine,dx,xy2,0,-1
0.025,0.05,3,affine,dx,y3,0,0
0.025,0.05,3,affine,dy,1,0.0219228146383,0
0.025,0.05,3,affine,dy,x,2.00246144338,2
0.025,0.05,3,affine,dy,y,0.0152958807529,1
0.025,0.05,3,affine,dy,x2,0,0
0.025,0.05,3,affine,dy,xy,0,0
0.025,0.05,3,affine,dy,y2,0,0
0.025,0.05,3,affine,dy,x3,0,0
0.025,0.05,3,affine,dy,x2y,0,-1
0.025,0.05,3,affine,dy,xy2,0,0
0.025,0.05,3,affine,dy,y3,0,-1
0.025,0.05,3,permuted,dx,1,-0.103553414699,0
0.025,0.05,3,permuted,dx,x,0.296016006258,1
0.025,0.05,3,permuted,dx,y,-0.224956282172,-2
0.025,0.05,3,permuted,dx,x2,-0.0273413868615,0
0.025,0.05,3,permuted,dx,xy,-0.113839429029,0
0.025,0.05,3,permuted,dx,y2,0.0581898995875,0
0.025,0.05,3,permuted,dx,x3,-0.343488731007,-1
0.025,0.05,3,permuted,dx,x2y,0.166706418762,0
0.025,0.05,3,permuted,dx,xy2,-0.316931433005,-1
0.025,0.05,3,permuted,dx,y3,0.211767560319,0
0.025,0.05,3,permuted,dy,1,0.138747120178,0
0.025,0.05,3,permuted,dy,x,-0.151766663105,2
0.025,0.05,3,permuted,dy,y,0.0332979769131,1
0.025,0.05,3,permuted,dy,x2,-0.126068213242,0
0.025,0.05,3,permuted,dy,xy,-0.0553738418124,0
0.025,0.05,3,permuted,dy,y2,-0.0947868042613,0
0.025,0.05,3,permuted,dy,x3,0.210867231741,0
0.025,0.05,3,permuted,dy,x2y,-0.12469287151,-1
0.025,0.05,3,permuted,dy,xy2,0.149194559343,0
0.025,0.05,3,permuted,dy,y3,-0.0657104341052,-1
0.025,0.05,4,cubic,dx,1,0.013151329206,0
0.025,0.05,4,cubic,dx,x,0.990394750888,1
0.025,0.05,4,cubic,dx,y,-2.03221957042,-2
0.025,0.05,4,cubic,dx,x2,-0.0209005330033,0
0.025,0.05,4,cubic,dx,xy,0.0192782036293,0
0.025,0.05,4,cubic,dx,y2,-0.00817219713328,0
0.025,0.05,4,cubic,dx,x3,-0.985045226751,-1
0.025,0.05,4,cubic,dx,x2y,0.0767446485012,0
0.025,0.05,4,cubic,dx,xy2,-0.995712540588,-1
0.025,0.05,4,cubic,dx,y3,0.0203148815433,0
0.025,0.05,4,cubic,dy,1,-0.0170067024594,0
0.025,0.05,4,cubic,dy,x,1.96956877105,2
0.025,0.05,4,cubic,dy,y,0.97689298009,1
0.025,0.05,4,cubic,dy,x2,0.0153661028223,0
0.025,0.05,4,cubic,dy,xy,0.00940750746461,0
0.025,0.05,4,cubic,dy,y2,0.0262126537632,0
0.025,0.05,4,cubic,dy,x3,0.045115125251,0
0.025,0.05,4,cubic,dy,x2y,-0.952398420443,-1
0.025,0.05,4,cubic,dy,xy2,-0.0070554515104,0
0.025,0.05,4,cubic,dy,y3,-0.98738254416,-1
0.025,0.05,4,affine,dx,1,0.0047357452529,0
0.025,0.05,4,affine,dx,x,0.0210653593057,1
0.025,0.05,4,affine,dx,y,-1.99735774518,-2
0.025,0.05,4,affine,dx,x2,0,0
0.025,0.05,4,affine,dx,xy,0,0
0.025,0.05,4,affine,dx,y2,0,0
0.025,0.05,4,affine,dx,x3,0,-1
0.025,0.05,4,affine,dx,x2y,0,0
0.025,0.05,4,affine,dx,xy2,0,-1
0.025,0.05,4,affine,dx,y3,0,0
0.025,0.05,4,affine,dy,1,0.0216385011689,0
0.025,0.05,4,affine,dy,x,2.00126705062,2
0.025,0.05,4,affine,dy,y,0.0118580595855,1
0.025,0.05,4,affine,dy,x2,0,0
0.025,0.05,4,affine,dy,xy,0,0
0.025,0.05,4,affine,dy,y2,0,0
0.025,0.05,4,affine,dy,x3,0,0
0.025,0.05,4,affine,dy,x2y,0,-1
0.025,0.05,4,affine,dy,xy2,0,0
0.025,0.05,4,affine,dy,y3,0,-1
0.025,0.05,4,permuted,dx,1,-0.161126203808,0
0.025,0.05,4,permuted,dx,x,-0.0240139014144,1
0.025,0.05,4,permuted,dx,y,0.145588158299,-2
0.025,0.05,4,permuted,dx,x2,0.0950925154335,0
0.025,0.05,4,permuted,dx,xy,0.0117495598257,0
0.025,0.05,4,permuted,dx,y2,0.0501562464616,0
0.025,0.05,4,permuted,dx,x3,0.0302261212375,-1
0.025,0.05,4,permuted,dx,x2y,-0.185557222687,0
0.025,0.05,4,permuted,dx,xy2,-0.0100429076876,-1
0.025,0.05,4,permuted,dx,y3,-0.190580941658,0
0.025,0.05,4,permuted,dy,1,0.102521779508,0
0.025,0.05,4,permuted,dy,x,-0.204156464244,2
0.025,0.05,4,permuted,dy,y,0.125742547569,1
0.025,0.05,4,permuted,dy,x2,-0.0938309849665,0
0.025,0.05,4,permuted,dy,xy,-0.133578250027,0
0.025,0.05,4,permuted,dy,y2,-0.0589405989153,0
0.025,0.05,4,permuted,dy,x3,0.278402611153,0
0.025,0.05,4,permuted,dy,x2y,-0.0365930812105,-1
0.025,0.05,4,permuted,dy,xy2,0.0298012576891,0
0.025,0.05,4,permuted,dy,y3,-0.109287523142,-1
0.025,0.05,5,cubic,dx,1,0.0273043374413,0
0.025,0.05,5,cubic,dx,x,0.9272431873,1
0.025,0.05,5,cubic,dx,y,-2.05022290565,-2
0.025,0.05,5,cubic,dx,x2,-0.0306172804738,0
0.025,0.05,5,cubic,dx,xy,0.00920832321594,0
0.025,0.05,5,cubic,dx,y2,-0.023842237519,0
0.025,0.05,5,cubic,dx,x3,-0.926091495827,-1
0.025,0.05,5,cubic,dx,x2y,0.0295983212482,0
0.025,0.05,5,cubic,dx,xy2,-0.910543887344,-1
0.025,0.05,5,cubic,dx,y3,0.0609121977132,0
0.025,0.05,5,cubic,dy,1,0.0190177185815,0
0.025,0.05,5,cubic,dy,x,2.00165865497,2
0.025,0.05,5,cubic,dy,y,0.956999270633,1
0.025,0.05,5,cubic,dy,x2,-0.020021716658,0
0.025,0.05,5,cubic,dy,xy,-0.00343834277531,0
0.025,0.05,5,cubic,dy,y2,-0.0237228915007,0
0.025,0.05,5,cubic,dy,x3,-0.0118914515933,0
0.025,0.05,5,cubic,dy,x2y,-0.971929412785,-1
0.025,0.05,5,cubic,dy,xy2,0.0397661281129,0
0.025,0.05,5,cubic,dy,y3,-0.955591479301,-1
0.025,0.05,5,affine,dx,1,0.00521456110999,0
0.025,0.05,5,affine,dx,x,0.0250127066831,1
