dt,sigma,replicate,model,output,feature,coefficient,true_coefficient
0.05,0.02,2,permuted,dx,1,-0.0903740452974,0
0.05,0.02,2,permuted,dx,x,-0.00104099053083,1
0.05,0.02,2,permuted,dx,y,0.00670535338416,-2
0.05,0.02,2,permuted,dx,x2,-0.058397728451,0
0.05,0.02,2,permuted,dx,xy,-0.0331527734716,0
0.05,0.02,2,permuted,dx,y2,0.0560906636223,0
0.05,0.02,2,permuted,dx,x3,0.0833653848474,-1
0.05,0.02,2,permuted,dx,x2y,0.0990943194149,0
0.05,0.02,2,permuted,dx,xy2,-0.0848468050461,-1
0.05,0.02,2,permuted,dx,y3,-0.02121301641,0
0.05,0.02,2,permuted,dy,1,-0.0393225993466,0
0.05,0.02,2,permuted,dy,x,0.056588814153,2
0.05,0.02,2,permuted,dy,y,-0.216329726852,1
0.05,0.02,2,permuted,dy,x2,0.169096663196,0
0.05,0.02,2,permuted,dy,xy,0.00626905901325,0
0.05,0.02,2,permuted,dy,y2,-0.00380927223947,0
0.05,0.02,2,permuted,dy,x3,-0.0424759416904,0
0.05,0.02,2,permuted,dy,x2y,0.231302747134,-1
0.05,0.02,2,permuted,dy,xy2,0.00100390090033,0
0.05,0.02,2,permuted,dy,y3,0.215569349428,-1
0.05,0.02,3,cubic,dx,1,0.00517528499065,0
0.05,0.02,3,cubic,dx,x,0.971297408277,1
0.05,0.02,3,cubic,dx,y,-2.00337026949,-2
0.05,0.02,3,cubic,dx,x2,-0.00601409688263,0
0.05,0.02,3,cubic,dx,xy,0.0145368810456,0
0.05,0.02,3,cubic,dx,y2,-0.00867956116999,0
0.05,0.02,3,cubic,dx,x3,-0.959277140467,-1
0.05,0.02,3,cubic,dx,x2y,0.00235535370228,0
0.05,0.02,3,cubic,dx,xy2,-0.996637044193,-1
0.05,0.02,3,cubic,dx,y3,0.0041226413255,0
0.05,0.02,3,cubic,dy,1,0.00946642569434,0
0.05,0.02,3,cubic,dy,x,1.99579536062,2
0.05,0.02,3,cubic,dy,y,0.95785409918,1
0.05,0.02,3,cubic,dy,x2,-0.00839375610711,0
0.05,0.02,3,cubic,dy,xy,-0.00442886333077,0
0.05,0.02,3,cubic,dy,y2,-0.0114046068657,0
0.05,0.02,3,cubic,dy,x3,0.00858706036797,0
0.05,0.02,3,cubic,dy,x2y,-0.961409155378,-1
0.05,0.02,3,cubic,dy,xy2,-0.00787293776533,0
0.05,0.02,3,cubic,dy,y3,-0.956662096523,-1
0.05,0.02,3,affine,dx,1,0.00300017804398,0
0.05,0.02,3,affine,dx,x,0.0185010000054,1
0.05,0.02,3,affine,dx,y,-1.99882426699,-2
0.05,0.02,3,affine,dx,x2,0,0
0.05,0.02,3,affine,dx,xy,0,0
0.05,0.02,3,affine,dx,y2,0,0
0.05,0.02,3,affine,dx,x3,0,-1
0.05,0.02,3,affine,dx,x2y,0,0
0.05,0.02,3,affine,dx,xy2,0,-1
0.05,0.02,3,affine,dx,y3,0,0
0.05,0.02,3,affine,dy,1,0.0193757604794,0
0.05,0.02,3,affine,dy,x,2.00110448312,2
0.05,0.02,3,affine,dy,y,0.0146749586444,1
0.05,0.02,3,affine,dy,x2,0,0
0.05,0.02,3,affine,dy,xy,0,0
0.05,0.02,3,affine,dy,y2,0,0
0.05,0.02,3,affine,dy,x3,0,0
0.05,0.02,3,affine,dy,x2y,0,-1
0.05,0.02,3,affine,dy,xy2,0,0
0.05,0.02,3,affine,dy,y3,0,-1
0.05,0.02,3,permuted,dx,1,-0.0853034394633,0
0.05,0.02,3,permuted,dx,x,-0.0936953630926,1
0.05,0.02,3,permuted,dx,y,0.190571444408,-2
0.05,0.02,3,permuted,dx,x2,0.00852926764245,0
0.05,0.02,3,permuted,dx,xy,-0.0704484554758,0
0.05,0.02,3,permuted,dx,y2,-0.0335155776831,0
0.05,0.02,3,permuted,dx,x3,0.115097522038,-1
0.05,0.02,3,permuted,dx,x2y,-0.272088131451,0
0.05,0.02,3,permuted,dx,xy2,0.032295073531,-1
0.05,0.02,3,permuted,dx,y3,-0.119772607079,0
0.05,0.02,3,permuted,dy,1,0.203785579559,0
0.05,0.02,3,permuted,dy,x,0.00136878116481,2
0.05,0.02,3,permuted,dy,y,0.0641247119789,1
0.05,0.02,3,permuted,dy,x2,-0.0947162600231,0
0.05,0.02,3,permuted,dy,xy,0.0969386420765,0
0.05,0.02,3,permuted,dy,y2,-0.275080746187,0
0.05,0.02,3,permuted,dy,x3,0.0242089926198,0
0.05,0.02,3,permuted,dy,x2y,-0.108828091704,-1
0.05,0.02,3,permuted,dy,xy2,-0.0797001022965,0
0.05,0.02,3,permuted,dy,y3,-0.116711440924,-1
0.05,0.02,4,cubic,dx,1,0.00265357826451,0
0.05,0.02,4,cubic,dx,x,0.993326518725,1
0.05,0.02,4,cubic,dx,y,-2.0147788969,-2
0.05,0.02,4,cubic,dx,x2,-0.00751383926263,0
0.05,0.02,4,cubic,dx,xy,0.00502667104436,0
0.05,0.02,4,cubic,dx,y2,0.00177935217448,0
0.05,0.02,4,cubic,dx,x3,-0.989511825146,-1
0.05,0.02,4,cubic,dx,x2y,0.0347060469968,0
0.05,0.02,4,cubic,dx,xy2,-1.00017005762,-1
0.05,0.02,4,cubic,dx,y3,0.00888520842358,0
0.05,0.02,4,cubic,dy,1,0.00177842686613,0
0.05,0.02,4,cubic,dy,x,2.00100021934,2
0.05,0.02,4,cubic,dy,y,0.983693102412,1
0.05,0.02,4,cubic,dy,x2,-0.00562328257309,0
0.05,0.02,4,cubic,dy,xy,0.00812002427192,0
0.05,0.02,4,cubic,dy,y2,0.0029049766061,0
0.05,0.02,4,cubic,dy,x3,0.00135433416704,0
0.05,0.02,4,cubic,dy,x2y,-0.974399240323,-1
0.05,0.02,4,cubic,dy,xy2,-0.00451344515848,0
0.05,0.02,4,cubic,dy,y3,-0.987078952001,-1
0.05,0.02,4,affine,dx,1,0.00478339349935,0
0.05,0.02,4,affine,dx,x,0.0192490380213,1
0.05,0.02,4,affine,dx,y,-1.99881387863,-2
0.05,0.02,4,affine,dx,x2,0,0
0.05,0.02,4,affine,dx,xy,0,0
0.05,0.02,4,affine,dx,y2,0,0
0.05,0.02,4,affine,dx,x3,0,-1
0.05,0.02,4,affine,dx,x2y,0,0
0.05,0.02,4,affine,dx,xy2,0,-1
0.05,0.02,4,affine,dx,y3,0,0
0.05,0.02,4,affine,dy,1,0.020075846508,0
0.05,0.02,4,affine,dy,x,2.00176934732,2
0.05,0.02,4,affine,dy,y,0.0135332961554,1
0.05,0.02,4,affine,dy,x2,0,0
0.05,0.02,4,affine,dy,xy,0,0
0.05,0.02,4,affine,dy,y2,0,0
0.05,0.02,4,affine,dy,x3,0,0
0.05,0.02,4,affine,dy,x2y,0,-1
0.05,0.02,4,affine,dy,xy2,0,0
0.05,0.02,4,affine,dy,y3,0,-1
0.05,0.02,4,permuted,dx,1,-0.160930975808,0
0.05,0.02,4,permuted,dx,x,-0.369042067003,1
0.05,0.02,4,permuted,dx,y,-0.308147566243,-2
0.05,0.02,4,permuted,dx,x2,0.0504603150231,0
0.05,0.02,4,permuted,dx,xy,0.0206508961259,0
0.05,0.02,4,permuted,dx,y2,0.120432305602,0
0.05,0.02,4,permuted,dx,x3,0.339504279833,-1
0.05,0.02,4,permuted,dx,x2y,0.0797439513729,0
0.05,0.02,4,permuted,dx,xy2,0.42910983554,-1
0.05,0.02,4,permuted,dx,y3,0.301294304518,0
0.05,0.02,4,permuted,dy,1,-0.0649623984803,0
0.05,0.02,4,permuted,dy,x,0.228169010231,2
0.05,0.02,4,permuted,dy,y,-7.54568022826e-05,1
0.05,0.02,4,permuted,dy,x2,0.0945417639605,0
0.05,0.02,4,permuted,dy,xy,-0.0969489782394,0
0.05,0.02,4,permuted,dy,y2,0.110793375753,0
0.05,0.02,4,permuted,dy,x3,-0.112274602797,0
0.05,0.02,4,permuted,dy,x2y,-0.0136278942761,-1
0.05,0.02,4,permuted,dy,xy2,-0.349103665944,0
0.05,0.02,4,permuted,dy,y3,0.0342150527754,-1
0.05,0.02,5,cubic,dx,1,0.00788031057983,0
0.05,0.02,5,cubic,dx,x,0.971031631164,1
0.05,0.02,5,cubic,dx,y,-2.01789953223,-2
0.05,0.02,5,cubic,dx,x2,-0.011497472017,0
0.05,0.02,5,cubic,dx,xy,0.00525665157165,0
0.05,0.02,5,cubic,dx,y2,-0.00492085963648,0
0.05,0.02,5,cubic,dx,x3,-0.972606596707,-1
0.05,0.02,5,cubic,dx,x2y,0.0122886302276,0
0.05,0.02,5,cubic,dx,xy2,-0.962921726402,-1
0.05,0.02,5,cubic,dx,y3,0.0246767459702,0
0.05,0.02,5,cubic,dy,1,0.00769075567893,0
0.05,0.02,5,cubic,dy,x,1.99418492282,2
0.05,0.02,5,cubic,dy,y,0.987868402802,1
0.05,0.02,5,cubic,dy,x2,-0.00538703100344,0
0.05,0.02,5,cubic,dy,xy,0.000475027110564,0
0.05,0.02,5,cubic,dy,y2,-0.00909281292443,0
0.05,0.02,5,cubic,dy,x3,0.00719429807583,0
0.05,0.02,5,cubic,dy,x2y,-0.993335048542,-1
0.05,0.02,5,cubic,dy,xy2,0.0146732802899,0
0.05,0.02,5,cubic,dy,y3,-0.985369073932,-1
0.05,0.02,5,affine,dx,1,0.00457937440541,0
0.05,0.02,5,affine,dx,x,0.0204127985557,1
0.05,0.02,5,affine,dx,y,-1.99544182744,-2
0.05,0.02,5,affine,dx,x2,0,0
0.05,0.02,5,affine,dx,xy,0,0
0.05,0.02,5,affine,dx,y2,0,0
0.05,0.02,5,affine,dx,x3,0,-1
0.05,0.02,5,affine,dx,x2y,0,0
0.05,0.02,5,affine,dx,xy2,0,-1
0.05,0.02,5,affine,dx,y3,0,0
0.05,0.02,5,affine,dy,1,0.020691979802,0
0.05,0.02,5,affine,dy,x,2.004209883,2
0.05,0.02,5,affine,dy,y,0.0160988124236,1
0.05,0.02,5,affine,dy,x2,0,0
0.05,0.02,5,affine,dy,xy,0,0
0.05,0.02,5,affine,dy,y2,0,0
0.05,0.02,5,affine,dy,x3,0,0
0.05,0.02,5,affine,dy,x2y,0,-1
0.05,0.02,5,affine,dy,xy2,0,0
0.05,0.02,5,affine,dy,y3,0,-1
0.05,0.02,5,permuted,dx,1,0.0372328784614,0
0.05,0.02,5,permuted,dx,x,-0.00740171131267,1
0.05,0.02,5,permuted,dx,y,-0.104558163866,-2
0.05,0.02,5,permuted,dx,x2,-0.143224846022,0
0.05,0.02,5,permuted,dx,xy,0.150522810169,0
0.05,0.02,5,permuted,dx,y2,-0.133354455963,0
0.05,0.02,5,permuted,dx,x3,0.11136941635,-1
0.05,0.02,5,permuted,dx,x2y,0.156048315219,0
0.05,0.02,5,permuted,dx,xy2,-0.299660956449,-1
0.05,0.02,5,permuted,dx,y3,0.111283955874,0
0.05,0.02,5,permuted,dy,1,0.15432336843,0
0.05,0.02,5,permuted,dy,x,-0.0219201184449,2
0.05,0.02,5,permuted,dy,y,0.320578430686,1
0.05,0.02,5,permuted,dy,x2,-0.091094087756,0
0.05,0.02,5,permuted,dy,xy,-0.0499891721435,0
0.05,0.02,5,permuted,dy,y2,-0.18808458759,0
0.05,0.02,5,permuted,dy,x3,0.0415094339024,0
0.05,0.02,5,permuted,dy,x2y,-0.418817595419,-1
0.05,0.02,5,permuted,dy,xy2,-0.272228741691,0
0.05,0.02,5,permuted,dy,y3,-0.288216170671,-1
0.05,0.02,6,cubic,dx,1,-0.00982997807719,0
0.05,0.02,6,cubic,dx,x,0.988634665022,1
0.05,0.02,6,cubic,dx,y,-1.99253713256,-2
0.05,0.02,6,cubic,dx,x2,0.00654866702048,0
0.05,0.02,6,cubic,dx,xy,0.00452069338578,0
0.05,0.02,6,cubic,dx,y2,0.0145936556916,0
0.05,0.02,6,cubic,dx,x3,-0.992664204179,-1
0.05,0.02,6,cubic,dx,x2y,-0.033398453063,0
0.05,0.02,6,cubic,dx,xy2,-0.985669751658,-1
0.05,0.02,6,cubic,dx,y3,0.00169217399939,0
0.05,0.02,6,cubic,dy,1,-0.00810534052786,0
0.05,0.02,6,cubic,dy,x,2.01011803678,2
0.05,0.02,6,cubic,dy,y,1.00696111492,1
0.05,0.02,6,cubic,dy,x2,0.00452870564823,0
0.05,0.02,6,cubic,dy,xy,-0.00255125264767,0
0.05,0.02,6,cubic,dy,y2,0.0099713835436,0
0.05,0.02,6,cubic,dy,x3,-0.0175788651262,0
0.05,0.02,6,cubic,dy,x2y,-1.00425121315,-1
0.05,0.02,6,cubic,dy,xy2,0.0181012963744,0
0.05,0.02,6,cubic,dy,y3,-1.00846626136,-1
0.05,0.02,6,affine,dx,1,0.00555320009076,0
0.05,0.02,6,affine,dx,x,0.0166617126185,1
0.05,0.02,6,affine,dx,y,-1.99834875071,-2
0.05,0.02,6,affine,dx,x2,0,0
0.05,0.02,6,affine,dx,xy,0,0
0.05,0.02,6,affine,dx,y2,0,0
0.05,0.02,6,affine,dx,x3,0,-1
0.05,0.02,6,affine,dx,x2y,0,0
0.05,0.02,6,affine,dx,xy2,0,-1
0.05,0.02,6,affine,dx,y3,0,0
0.05,0.02,6,affine,dy,1,0.0184617518194,0
0.05,0.02,6,affine,dy,x,2.00319441742,2
0.05,0.02,6,affine,dy,y,0.0160014553836,1
0.05,0.02,6,affine,dy,x2,0,0
0.05,0.02,6,affine,dy,xy,0,0
0.05,0.02,6,affine,dy,y2,0,0
0.05,0.02,6,affine,dy,x3,0,0
0.05,0.02,6,affine,dy,x2y,0,-1
0.05,0.02,6,affine,dy,xy2,0,0
0.05,0.02,6,affine,dy,y3,0,-1
0.05,0.02,6,permuted,dx,1,-0.176159619512,0
0.05,0.02,6,permuted,dx,x,-0.144199155064,1
0.05,0.02,6,permuted,dx,y,0.335796535277,-2
0.05,0.02,6,permuted,dx,x2,0.0031781791167,0
0.05,0.02,6,permuted,dx,xy,0.00158469954983,0
0.05,0.02,6,permuted,dx,y2,0.170276496362,0
0.05,0.02,6,permuted,dx,x3,0.155773045054,-1
0.05,0.02,6,permuted,dx,x2y,-0.364907832178,0
0.05,0.02,6,permuted,dx,xy2,-0.0211189670603,-1
0.05,0.02,6,permuted,dx,y3,-0.334978579989,0
0.05,0.02,6,permuted,dy,1,-0.16916047944,0
0.05,0.02,6,permuted,dy,x,0.014440202764,2
0.05,0.02,6,permuted,dy,y,0.544927279959,1
0.05,0.02,6,permuted,dy,x2,0.149633021596,0
0.05,0.02,6,permuted,dy,xy,0.056424131553,0
0.05,0.02,6,permuted,dy,y2,0.257847768035,0
0.05,0.02,6,permuted,dy,x3,-0.000833149035196,0
0.05,0.02,6,permuted,dy,x2y,-0.455177573093,-1
0.05,0.02,6,permuted,dy,xy2,0.0031195704905,0
0.05,0.02,6,permuted,dy,y3,-0.486980427743,-1
0.05,0.02,7,cubic,dx,1,-0.00568036455587,0
0.05,0.02,7,cubic,dx,x,1.02717281709,1
0.05,0.02,7,cubic,dx,y,-2.009070513,-2
0.05,0.02,7,cubic,dx,x2,0.00598201130148,0
0.05,0.02,7,cubic,dx,xy,-0.00782702195069,0
0.05,0.02,7,cubic,dx,y2,0.00126405267112,0
0.05,0.02,7,cubic,dx,x3,-1.02221419865,-1
0.05,0.02,7,cubic,dx,x2y,0.00951022153298,0
0.05,0.02,7,cubic,dx,xy2,-1.03498569185,-1
0.05,0.02,7,cubic,dx,y3,0.0136596218021,0
0.05,0.02,7,cubic,dy,1,0.00178835805883,0
0.05,0.02,7,cubic,dy,x,2.00520606325,2
0.05,0.02,7,cubic,dy,y,0.986346613818,1
0.05,0.02,7,cubic,dy,x2,-0.00282362489261,0
0.05,0.02,7,cubic,dy,xy,-0.00542425073137,0
0.05,0.02,7,cubic,dy,y2,0.00513833265223,0
0.05,0.02,7,cubic,dy,x3,-0.00993957534135,0
0.05,0.02,7,cubic,dy,x2y,-0.978095347777,-1
0.05,0.02,7,cubic,dy,xy2,0.00331199189531,0
0.05,0.02,7,cubic,dy,y3,-0.994478865929,-1
0.05,0.02,7,affine,dx,1,0.00317183456468,0
0.05,0.02,7,affine,dx,x,0.0202361084135,1
0.05,0.02,7,affine,dx,y,-1.99678287589,-2
0.05,0.02,7,affine,dx,x2,0,0
0.05,0.02,7,affine,dx,xy,0,0
0.05,0.02,7,affine,dx,y2,0,0
0.05,0.02,7,affine,dx,x3,0,-1
0.05,0.02,7,affine,dx,x2y,0,0
0.05,0.02,7,affine,dx,xy2,0,-1
0.05,0.02,7,affine,dx,y3,0,0
0.05,0.02,7,affine,dy,1,0.0224212512106,0
0.05,0.02,7,affine,dy,x,1.99912580788,2
0.05,0.02,7,affine,dy,y,0.00975860228281,1
0.05,0.02,7,affine,dy,x2,0,0
0.05,0.02,7,affine,dy,xy,0,0
0.05,0.02,7,affine,dy,y2,0,0
0.05,0.02,7,affine,dy,x3,0,0
0.05,0.02,7,affine,dy,x2y,0,-1
0.05,0.02,7,affine,dy,xy2,0,0
0.05,0.02,7,affine,dy,y3,0,-1
0.05,0.02,7,permuted,dx,1,-0.310804150862,0
0.05,0.02,7,permuted,dx,x,0.130573501227,1
0.05,0.02,7,permuted,dx,y,-0.390125200122,-2
0.05,0.02,7,permuted,dx,x2,0.26328837481,0
0.05,0.02,7,permuted,dx,xy,-0.00197674008687,0
0.05,0.02,7,permuted,dx,y2,0.223912155329,0
0.05,0.02,7,permuted,dx,x3,-0.150601818498,-1
0.05,0.02,7,permuted,dx,x2y,0.559884874098,0
0.05,0.02,7,permuted,dx,xy2,-0.290069814381,-1
0.05,0.02,7,permuted,dx,y3,0.400340353673,0
0.05,0.02,7,permuted,dy,1,-0.248441886684,0
0.05,0.02,7,permuted,dy,x,0.149817238949,2
0.05,0.02,7,permuted,dy,y,0.141828909696,1
0.05,0.02,7,permuted,dy,x2,0.272130439102,0
0.05,0.02,7,permuted,dy,xy,0.0632103615153,0
0.05,0.02,7,permuted,dy,y2,0.320673833055,0
0.05,0.02,7,permuted,dy,x3,-0.0491139921183,0
0.05,0.02,7,permuted,dy,x2y,-0.128085171998,-1
0.05,0.02,7,permuted,dy,xy2,-0.346306337022,0
0.05,0.02,7,permuted,dy,y3,-0.0133967120745,-1
0.05,0.02,8,cubic,dx,1,-0.00135483259552,0
0.05,0.02,8,cubic,dx,x,0.9662289554,1
0.05,0.02,8,cubic,dx,y,-2.00475646278,-2
0.05,0.02,8,cubic,dx,x2,-0.00167888451034,0
0.05,0.02,8,cubic,dx,xy,-0.00897887487794,0
0.05,0.02,8,cubic,dx,y2,0.00545056126592,0
0.05,0.02,8,cubic,dx,x3,-0.960972474089,-1
0.05,0.02,8,cubic,dx,x2y,0.00201381760766,0
0.05,0.02,8,cubic,dx,xy2,-0.988928796031,-1
0.05,0.02,8,cubic,dx,y3,0.0069738714998,0
0.05,0.02,8,cubic,dy,1,0.00735655476065,0
0.05,0.02,8,cubic,dy,x,1.99735312046,2
0.05,0.02,8,cubic,dy,y,0.991515250694,1
0.05,0.02,8,cubic,dy,x2,-0.010756321257,0
0.05,0.02,8,cubic,dy,xy,0.0052878493519,0
0.05,0.02,8,cubic,dy,y2,-0.00351955882988,0
0.05,0.02,8,cubic,dy,x3,0.00737165906455,0
0.05,0.02,8,cubic,dy,x2y,-1.00395779459,-1
0.05,0.02,8,cubic,dy,xy2,0.00105743817751,0
0.05,0.02,8,cubic,dy,y3,-0.985332794379,-1
0.05,0.02,8,affine,dx,1,0.00555627953028,0
0.05,0.02,8,affine,dx,x,0.015222318881,1
0.05,0.02,8,affine,dx,y,-1.99872349769,-2
0.05,0.02,8,affine,dx,x2,0,0
0.05,0.02,8,affine,dx,xy,0,0
0.05,0.02,8,affine,dx,y2,0,0
0.05,0.02,8,affine,dx,x3,0,-1
0.05,0.02,8,affine,dx,x2y,0,0
0.05,0.02,8,affine,dx,xy2,0,-1
0.05,0.02,8,affine,dx,y3,0,0
0.05,0.02,8,affine,dy,1,0.0206671659421,0
0.05,0.02,8,affine,dy,x,2.00344419527,2
0.05,0.02,8,affine,dy,y,0.0178025087745,1
0.05,0.02,8,affine,dy,x2,0,0
0.05,0.02,8,affine,dy,xy,0,0
0.05,0.02,8,affine,dy,y2,0,0
0.05,0.02,8,affine,dy,x3,0,0
0.05,0.02,8,affine,dy,x2y,0,-1
0.05,0.02,8,affine,dy,xy2,0,0
0.05,0.02,8,affine,dy,y3,0,-1
0.05,0.02,8,permuted,dx,1,0.173355823247,0
0.05,0.02,8,permuted,dx,x,-0.516396248645,1
0.05,0.02,8,permuted,dx,y,0.110707533149,-2
0.05,0.02,8,permuted,dx,x2,-0.303244108732,0
0.05,0.02,8,permuted,dx,xy,0.0212105456782,0
0.05,0.02,8,permuted,dx,y2,-0.270138138376,0
0.05,0.02,8,permuted,dx,x3,0.614848511518,-1
0.05,0.02,8,permuted,dx,x2y,-0.362252635331,0
0.05,0.02,8,permuted,dx,xy2,0.318346273052,-1
0.05,0.02,8,permuted,dx,y3,-0.0681462171152,0
0.05,0.02,8,permuted,dy,1,-0.122185390454,0
0.05,0.02,8,permuted,dy,x,0.183853393793,2
0.05,0.02,8,permuted,dy,y,0.492107246318,1
0.05,0.02,8,permuted,dy,x2,0.147785583828,0
0.05,0.02,8,permuted,dy,xy,-0.0937116367665,0
0.05,0.02,8,permuted,dy,y2,0.166718888031,0
0.05,0.02,8,permuted,dy,x3,-0.169145653391,0
0.05,0.02,8,permuted,dy,x2y,-0.456151276767,-1
0.05,0.02,8,permuted,dy,xy2,-0.111858023686,0
0.05,0.02,8,permuted,dy,y3,-0.521601082521,-1
0.05,0.02,9,cubic,dx,1,0.00835023063662,0
0.05,0.02,9,cubic,dx,x,0.988504554214,1
0.05,0.02,9,cubic,dx,y,-1.99821129758,-2
0.05,0.02,9,cubic,dx,x2,-0.00448941489852,0
0.05,0.02,9,cubic,dx,xy,0.00781459372193,0
0.05,0.02,9,cubic,dx,y2,-0.00692380068669,0
0.05,0.02,9,cubic,dx,x3,-0.985952228848,-1
0.05,0.02,9,cubic,dx,x2y,-0.0162688301838,0
0.05,0.02,9,cubic,dx,xy2,-1.00527842737,-1
0.05,0.02,9,cubic,dx,y3,0.00561697356813,0
0.05,0.02,9,cubic,dy,1,-0.00501039089947,0
0.05,0.02,9,cubic,dy,x,2.03815868822,2
0.05,0.02,9,cubic,dy,y,1.00187679357,1
0.05,0.02,9,cubic,dy,x2,0.00235565709372,0
0.05,0.02,9,cubic,dy,xy,-0.00114789464336,0
0.05,0.02,9,cubic,dy,y2,0.0064365722713,0
0.05,0.02,9,cubic,dy,x3,-0.0383534350036,0
0.05,0.02,9,cubic,dy,x2y,-1.02027820291,-1
0.05,0.02,9,cubic,dy,xy2,-0.0343509539523,0
0.05,0.02,9,cubic,dy,y3,-0.99289677941,-1
0.05,0.02,9,affine,dx,1,0.00748768558148,0
0.05,0.02,9,affine,dx,x,0.0160573441041,1
0.05,0.02,9,affine,dx,y,-1.99637771617,-2
0.05,0.02,9,affine,dx,x2,0,0
0.05,0.02,9,affine,dx,xy,0,0
0.05,0.02,9,affine,dx,y2,0,0
0.05,0.02,9,affine,dx,x3,0,-1
0.05,0.02,9,affine,dx,x2y,0,0
0.05,0.02,9,affine,dx,xy2,0,-1
0.05,0.02,9,affine,dx,y3,0,0
0.05,0.02,9,affine,dy,1,0.0182382503097,0
0.05,0.02,9,affine,dy,x,2.00302423417,2
0.05,0.02,9,affine,dy,y,0.0169220493953,1
0.05,0.02,9,affine,dy,x2,0,0
0.05,0.02,9,affine,dy,xy,0,0
0.05,0.02,9,affine,dy,y2,0,0
0.05,0.02,9,affine,dy,x3,0,0
0.05,0.02,9,affine,dy,x2y,0,-1
0.05,0.02,9,affine,dy,xy2,0,0
0.05,0.02,9,affine,dy,y3,0,-1
0.05,0.02,9,permuted,dx,1,-0.159771132195,0
0.05,0.02,9,permuted,dx,x,0.0864908474639,1
0.05,0.02,9,permuted,dx,y,0.152520404744,-2
0.05,0.02,9,permuted,dx,x2,0.117489019331,0
0.05,0.02,9,permuted,dx,xy,0.0414082876461,0
0.05,0.02,9,permuted,dx,y2,0.0298608539202,0
0.05,0.02,9,permuted,dx,x3,-0.0671702377407,-1
0.05,0.02,9,permuted,dx,x2y,0.0113684654293,0
0.05,0.02,9,permuted,dx,xy2,-0.139342998531,-1
0.05,0.02,9,permuted,dx,y3,-0.208067673134,0
0.05,0.02,9,permuted,dy,1,0.0719735903745,0
0.05,0.02,9,permuted,dy,x,-0.159633892889,2
0.05,0.02,9,permuted,dy,y,-0.00149049509521,1
0.05,0.02,9,permuted,dy,x2,-0.0525676094172,0
0.05,0.02,9,permuted,dy,xy,0.126881005964,0
0.05,0.02,9,permuted,dy,y2,-0.0352466521733,0
0.05,0.02,9,permuted,dy,x3,0.192199504522,0
0.05,0.02,9,permuted,dy,x2y,-0.223985181281,-1
0.05,0.02,9,permuted,dy,xy2,0.180605945552,0
0.05,0.02,9,permuted,dy,y3,0.0819417966544,-1
0.05,0.05,0,cubic,dx,1,-0.00917997336306,0
0.05,0.05,0,cubic,dx,x,0.938777993199,1
0.05,0.05,0,cubic,dx,y,-1.9809446237,-2
0.05,0.05,0,cubic,dx,x2,-0.00540158354613,0
0.05,0.05,0,cubic,dx,xy,-0.000309230813045,0
0.05,0.05,0,cubic,dx,y2,0.0278258034261,0
0.05,0.05,0,cubic,dx,x3,-0.936696464248,-1
0.05,0.05,0,cubic,dx,x2y,-0.0948271463607,0
0.05,0.05,0,cubic,dx,xy2,-0.941838646583,-1
0.05,0.05,0,cubic,dx,y3,-0.000477421340316,0
0.05,0.05,0,cubic,dy,1,0.000256931440047,0
0.05,0.05,0,cubic,dy,x,2.02760449354,2
0.05,0.05,0,cubic,dy,y,0.919861391954,1
0.05,0.05,0,cubic,dy,x2,0.00562997362163,0
0.05,0.05,0,cubic,dy,xy,0.0440132093653,0
0.05,0.05,0,cubic,dy,y2,-0.000430815768675,0
0.05,0.05,0,cubic,dy,x3,-0.0319887684321,0
0.05,0.05,0,cubic,dy,x2y,-0.88283364885,-1
0.05,0.05,0,cubic,dy,xy2,-0.0157364949914,0
0.05,0.05,0,cubic,dy,y3,-0.922844147266,-1
0.05,0.05,0,affine,dx,1,0.00643928906084,0
0.05,0.05,0,affine,dx,x,0.011447478815,1
0.05,0.05,0,affine,dx,y,-2.00292911866,-2
0.05,0.05,0,affine,dx,x2,0,0
0.05,0.05,0,affine,dx,xy,0,0
0.05,0.05,0,affine,dx,y2,0,0
0.05,0.05,0,affine,dx,x3,0,-1
0.05,0.05,0,affine,dx,x2y,0,0
0.05,0.05,0,affine,dx,xy2,0,-1
0.05,0.05,0,affine,dx,y3,0,0
0.05,0.05,0,affine,dy,1,0.0217116685623,0
0.05,0.05,0,affine,dy,x,2.00132267476,2
0.05,0.05,0,affine,dy,y,0.020054903868,1
0.05,0.05,0,affine,dy,x2,0,0
0.05,0.05,0,affine,dy,xy,0,0
0.05,0.05,0,affine,dy,y2,0,0
0.05,0.05,0,affine,dy,x3,0,0
0.05,0.05,0,affine,dy,x2y,0,-1
0.05,0.05,0,affine,dy,xy2,0,0
0.05,0.05,0,affine,dy,y3,0,-1
0.05,0.05,0,permuted,dx,1,-0.139970070352,0
0.05,0.05,0,permuted,dx,x,0.360315000057,1
0.05,0.05,0,permuted,dx,y,0.172876015556,-2
0.05,0.05,0,permuted,dx,x2,0.0819980219054,0
0.05,0.05,0,permuted,dx,xy,0.0529912858334,0
0.05,0.05,0,permuted,dx,y2,0.0196410462688,0
0.05,0.05,0,permuted,dx,x3,-0.415715819183,-1
0.05,0.05,0,permuted,dx,x2y,-0.297338177628,0
0.05,0.05,0,permuted,dx,xy2,-0.346490475044,-1
0.05,0.05,0,permuted,dx,y3,-0.152732809491,0
0.05,0.05,0,permuted,dy,1,-0.221146619512,0
