dt,sigma,replicate,split,model,unit,metric,value
0.025,0.02,9,test,cubic,traj_002,one_step_rmse,0.00016317014226
0.025,0.02,9,test,cubic,traj_002,oracle_rollout_rmse,0.0025035547424
0.025,0.02,9,test,cubic,traj_002,observed_rollout_rmse,0.0259343438483
0.025,0.02,9,test,cubic,traj_002,oracle_radial_rmse,0.0015695566885
0.025,0.02,9,test,cubic,traj_002,observed_radial_rmse,0.00175759154053
0.025,0.02,9,test,cubic,traj_002,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_002,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_002,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_002,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_002,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_002,rollout_failure,0
0.025,0.02,9,test,cubic,traj_003,one_step_rmse,0.000162027884116
0.025,0.02,9,test,cubic,traj_003,oracle_rollout_rmse,0.00722906295358
0.025,0.02,9,test,cubic,traj_003,observed_rollout_rmse,0.0341849511123
0.025,0.02,9,test,cubic,traj_003,oracle_radial_rmse,0.00134576311679
0.025,0.02,9,test,cubic,traj_003,observed_radial_rmse,0.00182384834866
0.025,0.02,9,test,cubic,traj_003,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_003,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_003,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_003,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_003,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_003,rollout_failure,0
0.025,0.02,9,test,cubic,traj_004,one_step_rmse,0.000164734022983
0.025,0.02,9,test,cubic,traj_004,oracle_rollout_rmse,0.00525714833231
0.025,0.02,9,test,cubic,traj_004,observed_rollout_rmse,0.00244212614683
0.025,0.02,9,test,cubic,traj_004,oracle_radial_rmse,0.00122915785258
0.025,0.02,9,test,cubic,traj_004,observed_radial_rmse,0.00124321599289
0.025,0.02,9,test,cubic,traj_004,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_004,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_004,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_004,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_004,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_004,rollout_failure,0
0.025,0.02,9,test,cubic,traj_005,one_step_rmse,0.000160507542585
0.025,0.02,9,test,cubic,traj_005,oracle_rollout_rmse,0.00414160311852
0.025,0.02,9,test,cubic,traj_005,observed_rollout_rmse,0.00410310574033
0.025,0.02,9,test,cubic,traj_005,oracle_radial_rmse,0.00129855210396
0.025,0.02,9,test,cubic,traj_005,observed_radial_rmse,0.00166424180509
0.025,0.02,9,test,cubic,traj_005,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_005,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_005,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_005,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_005,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_005,rollout_failure,0
0.025,0.02,9,test,cubic,traj_006,one_step_rmse,0.000158761072224
0.025,0.02,9,test,cubic,traj_006,oracle_rollout_rmse,0.00307684118188
0.025,0.02,9,test,cubic,traj_006,observed_rollout_rmse,0.00382720282192
0.025,0.02,9,test,cubic,traj_006,oracle_radial_rmse,0.00114962949112
0.025,0.02,9,test,cubic,traj_006,observed_radial_rmse,0.00178701756328
0.025,0.02,9,test,cubic,traj_006,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_006,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_006,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_006,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_006,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_006,rollout_failure,0
0.025,0.02,9,test,cubic,traj_007,one_step_rmse,0.000160176876559
0.025,0.02,9,test,cubic,traj_007,oracle_rollout_rmse,0.002135848021
0.025,0.02,9,test,cubic,traj_007,observed_rollout_rmse,0.0309704965269
0.025,0.02,9,test,cubic,traj_007,oracle_radial_rmse,0.00129332629999
0.025,0.02,9,test,cubic,traj_007,observed_radial_rmse,0.00152422351405
0.025,0.02,9,test,cubic,traj_007,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_007,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_007,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_007,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_007,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_007,rollout_failure,0
0.025,0.02,9,test,cubic,traj_008,one_step_rmse,0.00016118024837
0.025,0.02,9,test,cubic,traj_008,oracle_rollout_rmse,0.00602818206368
0.025,0.02,9,test,cubic,traj_008,observed_rollout_rmse,0.0121415734503
0.025,0.02,9,test,cubic,traj_008,oracle_radial_rmse,0.00124537029104
0.025,0.02,9,test,cubic,traj_008,observed_radial_rmse,0.00249474783958
0.025,0.02,9,test,cubic,traj_008,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_008,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_008,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_008,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_008,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_008,rollout_failure,0
0.025,0.02,9,test,cubic,traj_009,one_step_rmse,0.000160119751118
0.025,0.02,9,test,cubic,traj_009,oracle_rollout_rmse,0.00362457667014
0.025,0.02,9,test,cubic,traj_009,observed_rollout_rmse,0.0037751931077
0.025,0.02,9,test,cubic,traj_009,oracle_radial_rmse,0.00121126581608
0.025,0.02,9,test,cubic,traj_009,observed_radial_rmse,0.0011790561267
0.025,0.02,9,test,cubic,traj_009,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_009,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_009,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_009,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_009,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_009,rollout_failure,0
0.025,0.02,9,test,cubic,traj_010,one_step_rmse,0.000159350131161
0.025,0.02,9,test,cubic,traj_010,oracle_rollout_rmse,0.00343881662918
0.025,0.02,9,test,cubic,traj_010,observed_rollout_rmse,0.0042429791522
0.025,0.02,9,test,cubic,traj_010,oracle_radial_rmse,0.00120942298658
0.025,0.02,9,test,cubic,traj_010,observed_radial_rmse,0.00381847753388
0.025,0.02,9,test,cubic,traj_010,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_010,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_010,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_010,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_010,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_010,rollout_failure,0
0.025,0.02,9,test,cubic,traj_011,one_step_rmse,0.000159787868451
0.025,0.02,9,test,cubic,traj_011,oracle_rollout_rmse,0.00214000626726
0.025,0.02,9,test,cubic,traj_011,observed_rollout_rmse,0.00806542125861
0.025,0.02,9,test,cubic,traj_011,oracle_radial_rmse,0.00127000092926
0.025,0.02,9,test,cubic,traj_011,observed_radial_rmse,0.00128693207368
0.025,0.02,9,test,cubic,traj_011,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_011,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_011,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_011,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_011,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_011,rollout_failure,0
0.025,0.02,9,test,cubic,traj_012,one_step_rmse,0.000158066060613
0.025,0.02,9,test,cubic,traj_012,oracle_rollout_rmse,0.00264314546167
0.025,0.02,9,test,cubic,traj_012,observed_rollout_rmse,0.00281827809213
0.025,0.02,9,test,cubic,traj_012,oracle_radial_rmse,0.00117183014131
0.025,0.02,9,test,cubic,traj_012,observed_radial_rmse,0.00117224634797
0.025,0.02,9,test,cubic,traj_012,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_012,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_012,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_012,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_012,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_012,rollout_failure,0
0.025,0.02,9,test,cubic,traj_013,one_step_rmse,0.00015804564562
0.025,0.02,9,test,cubic,traj_013,oracle_rollout_rmse,0.0024997785343
0.025,0.02,9,test,cubic,traj_013,observed_rollout_rmse,0.0114266225533
0.025,0.02,9,test,cubic,traj_013,oracle_radial_rmse,0.00123014644647
0.025,0.02,9,test,cubic,traj_013,observed_radial_rmse,0.00164190982529
0.025,0.02,9,test,cubic,traj_013,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_013,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_013,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_013,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_013,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_013,rollout_failure,0
0.025,0.02,9,test,cubic,traj_014,one_step_rmse,0.000158250234346
0.025,0.02,9,test,cubic,traj_014,oracle_rollout_rmse,0.00336087729148
0.025,0.02,9,test,cubic,traj_014,observed_rollout_rmse,0.00459511937493
0.025,0.02,9,test,cubic,traj_014,oracle_radial_rmse,0.00118023440285
0.025,0.02,9,test,cubic,traj_014,observed_radial_rmse,0.00171169476565
0.025,0.02,9,test,cubic,traj_014,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_014,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_014,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_014,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_014,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_014,rollout_failure,0
0.025,0.02,9,test,cubic,traj_015,one_step_rmse,0.000156231560359
0.025,0.02,9,test,cubic,traj_015,oracle_rollout_rmse,0.00522317421154
0.025,0.02,9,test,cubic,traj_015,observed_rollout_rmse,0.00724675371133
0.025,0.02,9,test,cubic,traj_015,oracle_radial_rmse,0.00123251409162
0.025,0.02,9,test,cubic,traj_015,observed_radial_rmse,0.00231146836669
0.025,0.02,9,test,cubic,traj_015,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_015,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_015,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_015,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_015,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_015,rollout_failure,0
0.025,0.02,9,test,cubic,traj_016,one_step_rmse,0.000156224304298
0.025,0.02,9,test,cubic,traj_016,oracle_rollout_rmse,0.00278300340211
0.025,0.02,9,test,cubic,traj_016,observed_rollout_rmse,0.00246982146086
0.025,0.02,9,test,cubic,traj_016,oracle_radial_rmse,0.00117979314605
0.025,0.02,9,test,cubic,traj_016,observed_radial_rmse,0.00157563897999
0.025,0.02,9,test,cubic,traj_016,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_016,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_016,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_016,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_016,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_016,rollout_failure,0
0.025,0.02,9,test,cubic,traj_017,one_step_rmse,0.000157818690044
0.025,0.02,9,test,cubic,traj_017,oracle_rollout_rmse,0.00256903520761
0.025,0.02,9,test,cubic,traj_017,observed_rollout_rmse,0.00542655344658
0.025,0.02,9,test,cubic,traj_017,oracle_radial_rmse,0.00119803933138
0.025,0.02,9,test,cubic,traj_017,observed_radial_rmse,0.00146838729058
0.025,0.02,9,test,cubic,traj_017,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_017,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_017,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_017,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_017,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_017,rollout_failure,0
0.025,0.02,9,test,cubic,traj_018,one_step_rmse,0.000152367966338
0.025,0.02,9,test,cubic,traj_018,oracle_rollout_rmse,0.0025436729645
0.025,0.02,9,test,cubic,traj_018,observed_rollout_rmse,0.00508163079417
0.025,0.02,9,test,cubic,traj_018,oracle_radial_rmse,0.0011903542684
0.025,0.02,9,test,cubic,traj_018,observed_radial_rmse,0.00181389639219
0.025,0.02,9,test,cubic,traj_018,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_018,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_018,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_018,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_018,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_018,rollout_failure,0
0.025,0.02,9,test,cubic,traj_019,one_step_rmse,0.000154645989582
0.025,0.02,9,test,cubic,traj_019,oracle_rollout_rmse,0.00402213631516
0.025,0.02,9,test,cubic,traj_019,observed_rollout_rmse,0.00563021046677
0.025,0.02,9,test,cubic,traj_019,oracle_radial_rmse,0.00122600126591
0.025,0.02,9,test,cubic,traj_019,observed_radial_rmse,0.00265533716325
0.025,0.02,9,test,cubic,traj_019,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_019,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_019,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_019,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_019,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_019,rollout_failure,0
0.025,0.02,9,test,cubic,traj_020,one_step_rmse,0.000158714705545
0.025,0.02,9,test,cubic,traj_020,oracle_rollout_rmse,0.00303982139189
0.025,0.02,9,test,cubic,traj_020,observed_rollout_rmse,0.01412862818
0.025,0.02,9,test,cubic,traj_020,oracle_radial_rmse,0.00114948489182
0.025,0.02,9,test,cubic,traj_020,observed_radial_rmse,0.00205415197913
0.025,0.02,9,test,cubic,traj_020,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_020,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_020,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_020,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_020,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_020,rollout_failure,0
0.025,0.02,9,test,cubic,traj_021,one_step_rmse,0.000164364254359
0.025,0.02,9,test,cubic,traj_021,oracle_rollout_rmse,0.00447884659417
0.025,0.02,9,test,cubic,traj_021,observed_rollout_rmse,0.00883273086416
0.025,0.02,9,test,cubic,traj_021,oracle_radial_rmse,0.00150394187563
0.025,0.02,9,test,cubic,traj_021,observed_radial_rmse,0.00406389834488
0.025,0.02,9,test,cubic,traj_021,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_021,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_021,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_021,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_021,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_021,rollout_failure,0
0.025,0.02,9,test,cubic,traj_022,one_step_rmse,0.000156619313869
0.025,0.02,9,test,cubic,traj_022,oracle_rollout_rmse,0.00226177230114
0.025,0.02,9,test,cubic,traj_022,observed_rollout_rmse,0.00215935565454
0.025,0.02,9,test,cubic,traj_022,oracle_radial_rmse,0.0011646555115
0.025,0.02,9,test,cubic,traj_022,observed_radial_rmse,0.0011821072558
0.025,0.02,9,test,cubic,traj_022,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_022,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_022,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_022,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_022,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_022,rollout_failure,0
0.025,0.02,9,test,cubic,traj_023,one_step_rmse,0.000153050937646
0.025,0.02,9,test,cubic,traj_023,oracle_rollout_rmse,0.00482998827566
0.025,0.02,9,test,cubic,traj_023,observed_rollout_rmse,0.00256204407657
0.025,0.02,9,test,cubic,traj_023,oracle_radial_rmse,0.00118799373691
0.025,0.02,9,test,cubic,traj_023,observed_radial_rmse,0.00178755496099
0.025,0.02,9,test,cubic,traj_023,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_023,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_023,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_023,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_023,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_023,rollout_failure,0
0.025,0.02,9,test,cubic,traj_024,one_step_rmse,0.000151642863913
0.025,0.02,9,test,cubic,traj_024,oracle_rollout_rmse,0.0025685344624
0.025,0.02,9,test,cubic,traj_024,observed_rollout_rmse,0.00481156191161
0.025,0.02,9,test,cubic,traj_024,oracle_radial_rmse,0.00126381979667
0.025,0.02,9,test,cubic,traj_024,observed_radial_rmse,0.00137635957446
0.025,0.02,9,test,cubic,traj_024,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_024,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_024,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_024,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_024,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_024,rollout_failure,0
0.025,0.02,9,test,cubic,traj_025,one_step_rmse,0.000160737872026
0.025,0.02,9,test,cubic,traj_025,oracle_rollout_rmse,0.00364727535773
0.025,0.02,9,test,cubic,traj_025,observed_rollout_rmse,0.00249314884041
0.025,0.02,9,test,cubic,traj_025,oracle_radial_rmse,0.00120047875752
0.025,0.02,9,test,cubic,traj_025,observed_radial_rmse,0.00118416024085
0.025,0.02,9,test,cubic,traj_025,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_025,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_025,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_025,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_025,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_025,rollout_failure,0
0.025,0.02,9,test,cubic,traj_026,one_step_rmse,0.000158281258994
0.025,0.02,9,test,cubic,traj_026,oracle_rollout_rmse,0.00278488620383
0.025,0.02,9,test,cubic,traj_026,observed_rollout_rmse,0.00503897327883
0.025,0.02,9,test,cubic,traj_026,oracle_radial_rmse,0.00115937033428
0.025,0.02,9,test,cubic,traj_026,observed_radial_rmse,0.00133182636375
0.025,0.02,9,test,cubic,traj_026,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_026,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_026,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_026,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_026,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_026,rollout_failure,0
0.025,0.02,9,test,cubic,traj_027,one_step_rmse,0.000157516674681
0.025,0.02,9,test,cubic,traj_027,oracle_rollout_rmse,0.00244190447551
0.025,0.02,9,test,cubic,traj_027,observed_rollout_rmse,0.00759620934079
0.025,0.02,9,test,cubic,traj_027,oracle_radial_rmse,0.0012127271541
0.025,0.02,9,test,cubic,traj_027,observed_radial_rmse,0.0014780373954
0.025,0.02,9,test,cubic,traj_027,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_027,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_027,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_027,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_027,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_027,rollout_failure,0
0.025,0.02,9,test,cubic,traj_028,one_step_rmse,0.000159288752742
0.025,0.02,9,test,cubic,traj_028,oracle_rollout_rmse,0.00219569993771
0.025,0.02,9,test,cubic,traj_028,observed_rollout_rmse,0.0031692005323
0.025,0.02,9,test,cubic,traj_028,oracle_radial_rmse,0.00125710210903
0.025,0.02,9,test,cubic,traj_028,observed_radial_rmse,0.00267916906567
0.025,0.02,9,test,cubic,traj_028,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_028,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_028,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_028,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_028,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_028,rollout_failure,0
0.025,0.02,9,test,cubic,traj_029,one_step_rmse,0.000154130009857
0.025,0.02,9,test,cubic,traj_029,oracle_rollout_rmse,0.00539691487962
0.025,0.02,9,test,cubic,traj_029,observed_rollout_rmse,0.00221842785151
0.025,0.02,9,test,cubic,traj_029,oracle_radial_rmse,0.00114809597564
0.025,0.02,9,test,cubic,traj_029,observed_radial_rmse,0.0011586375716
0.025,0.02,9,test,cubic,traj_029,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_029,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_029,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_029,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_029,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_029,rollout_failure,0
0.025,0.02,9,test,cubic,traj_030,one_step_rmse,0.000163141979801
0.025,0.02,9,test,cubic,traj_030,oracle_rollout_rmse,0.00349480907411
0.025,0.02,9,test,cubic,traj_030,observed_rollout_rmse,0.00565550610968
0.025,0.02,9,test,cubic,traj_030,oracle_radial_rmse,0.00146464825475
0.025,0.02,9,test,cubic,traj_030,observed_radial_rmse,0.00175608365828
0.025,0.02,9,test,cubic,traj_030,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_030,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_030,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_030,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_030,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_030,rollout_failure,0
0.025,0.02,9,test,cubic,traj_031,one_step_rmse,0.000161761049985
0.025,0.02,9,test,cubic,traj_031,oracle_rollout_rmse,0.00714309936572
0.025,0.02,9,test,cubic,traj_031,observed_rollout_rmse,0.00710152355826
0.025,0.02,9,test,cubic,traj_031,oracle_radial_rmse,0.00135453568981
0.025,0.02,9,test,cubic,traj_031,observed_radial_rmse,0.00131793505485
0.025,0.02,9,test,cubic,traj_031,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_031,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_031,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_031,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_031,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_031,rollout_failure,0
0.025,0.02,9,test,cubic,traj_032,one_step_rmse,0.000152541165868
0.025,0.02,9,test,cubic,traj_032,oracle_rollout_rmse,0.00488900449929
0.025,0.02,9,test,cubic,traj_032,observed_rollout_rmse,0.00593470448758
0.025,0.02,9,test,cubic,traj_032,oracle_radial_rmse,0.00113054381799
0.025,0.02,9,test,cubic,traj_032,observed_radial_rmse,0.00131064867334
0.025,0.02,9,test,cubic,traj_032,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_032,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_032,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_032,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_032,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_032,rollout_failure,0
0.025,0.02,9,test,cubic,traj_033,one_step_rmse,0.000162442733679
0.025,0.02,9,test,cubic,traj_033,oracle_rollout_rmse,0.00523610093767
0.025,0.02,9,test,cubic,traj_033,observed_rollout_rmse,0.00383047782832
0.025,0.02,9,test,cubic,traj_033,oracle_radial_rmse,0.00127576339243
0.025,0.02,9,test,cubic,traj_033,observed_radial_rmse,0.00123681122952
0.025,0.02,9,test,cubic,traj_033,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_033,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_033,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_033,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_033,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_033,rollout_failure,0
0.025,0.02,9,test,cubic,traj_034,one_step_rmse,0.000150710855176
0.025,0.02,9,test,cubic,traj_034,oracle_rollout_rmse,0.00186877503101
0.025,0.02,9,test,cubic,traj_034,observed_rollout_rmse,0.013157392145
0.025,0.02,9,test,cubic,traj_034,oracle_radial_rmse,0.00127273445784
0.025,0.02,9,test,cubic,traj_034,observed_radial_rmse,0.00149312994686
0.025,0.02,9,test,cubic,traj_034,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_034,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_034,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_034,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_034,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_034,rollout_failure,0
0.025,0.02,9,test,cubic,traj_035,one_step_rmse,0.000149829863709
0.025,0.02,9,test,cubic,traj_035,oracle_rollout_rmse,0.00193067674919
0.025,0.02,9,test,cubic,traj_035,observed_rollout_rmse,0.0125272043898
0.025,0.02,9,test,cubic,traj_035,oracle_radial_rmse,0.00118183372291
0.025,0.02,9,test,cubic,traj_035,observed_radial_rmse,0.00213224732684
0.025,0.02,9,test,cubic,traj_035,one_step_failure_rate,0
0.025,0.02,9,test,cubic,traj_035,oracle_rollout_failure,0
0.025,0.02,9,test,cubic,traj_035,observed_rollout_failure,0
0.025,0.02,9,test,cubic,traj_035,oracle_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_035,observed_pre_failure_horizon,7.7
0.025,0.02,9,test,cubic,traj_035,rollout_failure,0
0.025,0.02,9,test,cubic,traj_036,one_step_rmse,0.000157278988703
0.025,0.02,9,test,cubic,traj_036,oracle_rollout_rmse,0.00305966477319
0.025,0.02,9,test,cubic,traj_036,observed_rollout_rmse,0.0057997486543
0.025,0.02,9,test,cubic,traj_036,oracle_radial_rmse,0.0011769034343
0.025,0.02,9,test,cubic,traj_036,observed_radial_rmse,0.00115695086024
0.025,0.02,9,test,cubic,traj_036,one_step_failure_rate,0
