dt,sigma,replicate,split,model,unit,metric,value
0.05,0.02,9,test,affine,traj_023,observed_rollout_rmse,0.236679339089
0.05,0.02,9,test,affine,traj_023,oracle_radial_rmse,0.223384179345
0.05,0.02,9,test,affine,traj_023,observed_radial_rmse,0.236449789005
0.05,0.02,9,test,affine,traj_023,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_023,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_023,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_023,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_023,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_023,rollout_failure,0
0.05,0.02,9,test,affine,traj_024,one_step_rmse,0.0044225716151
0.05,0.02,9,test,affine,traj_024,oracle_rollout_rmse,0.221942156565
0.05,0.02,9,test,affine,traj_024,observed_rollout_rmse,0.224714658177
0.05,0.02,9,test,affine,traj_024,oracle_radial_rmse,0.221697520378
0.05,0.02,9,test,affine,traj_024,observed_radial_rmse,0.224050330026
0.05,0.02,9,test,affine,traj_024,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_024,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_024,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_024,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_024,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_024,rollout_failure,0
0.05,0.02,9,test,affine,traj_025,one_step_rmse,0.00433957971062
0.05,0.02,9,test,affine,traj_025,oracle_rollout_rmse,0.271562886038
0.05,0.02,9,test,affine,traj_025,observed_rollout_rmse,0.268620694573
0.05,0.02,9,test,affine,traj_025,oracle_radial_rmse,0.271460963887
0.05,0.02,9,test,affine,traj_025,observed_radial_rmse,0.268354755566
0.05,0.02,9,test,affine,traj_025,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_025,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_025,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_025,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_025,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_025,rollout_failure,0
0.05,0.02,9,test,affine,traj_026,one_step_rmse,0.00508858188796
0.05,0.02,9,test,affine,traj_026,oracle_rollout_rmse,0.296435845901
0.05,0.02,9,test,affine,traj_026,observed_rollout_rmse,0.29835656249
0.05,0.02,9,test,affine,traj_026,oracle_radial_rmse,0.296168705433
0.05,0.02,9,test,affine,traj_026,observed_radial_rmse,0.298170087359
0.05,0.02,9,test,affine,traj_026,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_026,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_026,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_026,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_026,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_026,rollout_failure,0
0.05,0.02,9,test,affine,traj_027,one_step_rmse,0.00343843339523
0.05,0.02,9,test,affine,traj_027,oracle_rollout_rmse,0.141533161075
0.05,0.02,9,test,affine,traj_027,observed_rollout_rmse,0.152625574731
0.05,0.02,9,test,affine,traj_027,oracle_radial_rmse,0.141285147865
0.05,0.02,9,test,affine,traj_027,observed_radial_rmse,0.15234802218
0.05,0.02,9,test,affine,traj_027,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_027,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_027,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_027,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_027,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_027,rollout_failure,0
0.05,0.02,9,test,affine,traj_028,one_step_rmse,0.0030069797671
0.05,0.02,9,test,affine,traj_028,oracle_rollout_rmse,0.12854816572
0.05,0.02,9,test,affine,traj_028,observed_rollout_rmse,0.112553763885
0.05,0.02,9,test,affine,traj_028,oracle_radial_rmse,0.127717240866
0.05,0.02,9,test,affine,traj_028,observed_radial_rmse,0.11163480694
0.05,0.02,9,test,affine,traj_028,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_028,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_028,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_028,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_028,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_028,rollout_failure,0
0.05,0.02,9,test,affine,traj_029,one_step_rmse,0.00359397116181
0.05,0.02,9,test,affine,traj_029,oracle_rollout_rmse,0.238760784524
0.05,0.02,9,test,affine,traj_029,observed_rollout_rmse,0.248172361015
0.05,0.02,9,test,affine,traj_029,oracle_radial_rmse,0.238558395628
0.05,0.02,9,test,affine,traj_029,observed_radial_rmse,0.248048454175
0.05,0.02,9,test,affine,traj_029,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_029,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_029,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_029,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_029,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_029,rollout_failure,0
0.05,0.02,9,test,affine,traj_030,one_step_rmse,0.0031667877598
0.05,0.02,9,test,affine,traj_030,oracle_rollout_rmse,0.13016549251
0.05,0.02,9,test,affine,traj_030,observed_rollout_rmse,0.139774126573
0.05,0.02,9,test,affine,traj_030,oracle_radial_rmse,0.129812106944
0.05,0.02,9,test,affine,traj_030,observed_radial_rmse,0.139574675583
0.05,0.02,9,test,affine,traj_030,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_030,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_030,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_030,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_030,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_030,rollout_failure,0
0.05,0.02,9,test,affine,traj_031,one_step_rmse,0.00637645163949
0.05,0.02,9,test,affine,traj_031,oracle_rollout_rmse,0.404148703191
0.05,0.02,9,test,affine,traj_031,observed_rollout_rmse,0.398968975314
0.05,0.02,9,test,affine,traj_031,oracle_radial_rmse,0.404019560409
0.05,0.02,9,test,affine,traj_031,observed_radial_rmse,0.398866077847
0.05,0.02,9,test,affine,traj_031,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_031,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_031,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_031,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_031,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_031,rollout_failure,0
0.05,0.02,9,test,affine,traj_032,one_step_rmse,0.00317646270664
0.05,0.02,9,test,affine,traj_032,oracle_rollout_rmse,0.217075601364
0.05,0.02,9,test,affine,traj_032,observed_rollout_rmse,0.224503839499
0.05,0.02,9,test,affine,traj_032,oracle_radial_rmse,0.216846664218
0.05,0.02,9,test,affine,traj_032,observed_radial_rmse,0.224395280694
0.05,0.02,9,test,affine,traj_032,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_032,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_032,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_032,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_032,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_032,rollout_failure,0
0.05,0.02,9,test,affine,traj_033,one_step_rmse,0.00398223382769
0.05,0.02,9,test,affine,traj_033,oracle_rollout_rmse,0.254519585478
0.05,0.02,9,test,affine,traj_033,observed_rollout_rmse,0.254246769329
0.05,0.02,9,test,affine,traj_033,oracle_radial_rmse,0.254427769101
0.05,0.02,9,test,affine,traj_033,observed_radial_rmse,0.254135975743
0.05,0.02,9,test,affine,traj_033,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_033,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_033,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_033,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_033,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_033,rollout_failure,0
0.05,0.02,9,test,affine,traj_034,one_step_rmse,0.00518607942738
0.05,0.02,9,test,affine,traj_034,oracle_rollout_rmse,0.277316777997
0.05,0.02,9,test,affine,traj_034,observed_rollout_rmse,0.285211346308
0.05,0.02,9,test,affine,traj_034,oracle_radial_rmse,0.276981330768
0.05,0.02,9,test,affine,traj_034,observed_radial_rmse,0.284845128351
0.05,0.02,9,test,affine,traj_034,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_034,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_034,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_034,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_034,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_034,rollout_failure,0
0.05,0.02,9,test,affine,traj_035,one_step_rmse,0.00281832858031
0.05,0.02,9,test,affine,traj_035,oracle_rollout_rmse,0.103366398292
0.05,0.02,9,test,affine,traj_035,observed_rollout_rmse,0.100486858246
0.05,0.02,9,test,affine,traj_035,oracle_radial_rmse,0.103038101918
0.05,0.02,9,test,affine,traj_035,observed_radial_rmse,0.0999647069245
0.05,0.02,9,test,affine,traj_035,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_035,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_035,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_035,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_035,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_035,rollout_failure,0
0.05,0.02,9,test,affine,traj_036,one_step_rmse,0.00268793046336
0.05,0.02,9,test,affine,traj_036,oracle_rollout_rmse,0.188137143709
0.05,0.02,9,test,affine,traj_036,observed_rollout_rmse,0.187427368571
0.05,0.02,9,test,affine,traj_036,oracle_radial_rmse,0.187966603435
0.05,0.02,9,test,affine,traj_036,observed_radial_rmse,0.18711293827
0.05,0.02,9,test,affine,traj_036,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_036,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_036,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_036,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_036,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_036,rollout_failure,0
0.05,0.02,9,test,affine,traj_037,one_step_rmse,0.00404402543056
0.05,0.02,9,test,affine,traj_037,oracle_rollout_rmse,0.196859207781
0.05,0.02,9,test,affine,traj_037,observed_rollout_rmse,0.207282398854
0.05,0.02,9,test,affine,traj_037,oracle_radial_rmse,0.196425235742
0.05,0.02,9,test,affine,traj_037,observed_radial_rmse,0.20637783838
0.05,0.02,9,test,affine,traj_037,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_037,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_037,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_037,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_037,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_037,rollout_failure,0
0.05,0.02,9,test,affine,traj_038,one_step_rmse,0.00504316060609
0.05,0.02,9,test,affine,traj_038,oracle_rollout_rmse,0.275524417834
0.05,0.02,9,test,affine,traj_038,observed_rollout_rmse,0.258765318608
0.05,0.02,9,test,affine,traj_038,oracle_radial_rmse,0.275338744928
0.05,0.02,9,test,affine,traj_038,observed_radial_rmse,0.258635451431
0.05,0.02,9,test,affine,traj_038,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_038,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_038,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_038,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_038,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_038,rollout_failure,0
0.05,0.02,9,test,affine,traj_039,one_step_rmse,0.00292058437685
0.05,0.02,9,test,affine,traj_039,oracle_rollout_rmse,0.12092685944
0.05,0.02,9,test,affine,traj_039,observed_rollout_rmse,0.118371601092
0.05,0.02,9,test,affine,traj_039,oracle_radial_rmse,0.120037652388
0.05,0.02,9,test,affine,traj_039,observed_radial_rmse,0.118138603292
0.05,0.02,9,test,affine,traj_039,one_step_failure_rate,0
0.05,0.02,9,test,affine,traj_039,oracle_rollout_failure,0
0.05,0.02,9,test,affine,traj_039,observed_rollout_failure,0
0.05,0.02,9,test,affine,traj_039,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_039,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,affine,traj_039,rollout_failure,0
0.05,0.02,9,test,permuted,traj_000,one_step_rmse,0.10104106642
0.05,0.02,9,test,permuted,traj_000,oracle_rollout_rmse,1.54458191952
0.05,0.02,9,test,permuted,traj_000,observed_rollout_rmse,1.54573886807
0.05,0.02,9,test,permuted,traj_000,oracle_radial_rmse,0.169872676345
0.05,0.02,9,test,permuted,traj_000,observed_radial_rmse,0.171010240512
0.05,0.02,9,test,permuted,traj_000,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_000,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_000,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_000,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_000,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_000,rollout_failure,0
0.05,0.02,9,test,permuted,traj_001,one_step_rmse,0.100495632108
0.05,0.02,9,test,permuted,traj_001,oracle_rollout_rmse,1.39281817251
0.05,0.02,9,test,permuted,traj_001,observed_rollout_rmse,1.38996873674
0.05,0.02,9,test,permuted,traj_001,oracle_radial_rmse,0.0436822858257
0.05,0.02,9,test,permuted,traj_001,observed_radial_rmse,0.0408859715691
0.05,0.02,9,test,permuted,traj_001,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_001,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_001,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_001,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_001,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_001,rollout_failure,0
0.05,0.02,9,test,permuted,traj_002,one_step_rmse,0.0977706468937
0.05,0.02,9,test,permuted,traj_002,oracle_rollout_rmse,1.30877261149
0.05,0.02,9,test,permuted,traj_002,observed_rollout_rmse,1.30351529312
0.05,0.02,9,test,permuted,traj_002,oracle_radial_rmse,0.0638946765534
0.05,0.02,9,test,permuted,traj_002,observed_radial_rmse,0.0686121064963
0.05,0.02,9,test,permuted,traj_002,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_002,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_002,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_002,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_002,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_002,rollout_failure,0
0.05,0.02,9,test,permuted,traj_003,one_step_rmse,0.0950590141391
0.05,0.02,9,test,permuted,traj_003,oracle_rollout_rmse,1.10041986687
0.05,0.02,9,test,permuted,traj_003,observed_rollout_rmse,1.09485388528
0.05,0.02,9,test,permuted,traj_003,oracle_radial_rmse,0.541988307034
0.05,0.02,9,test,permuted,traj_003,observed_radial_rmse,0.550206517685
0.05,0.02,9,test,permuted,traj_003,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_003,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_003,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_003,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_003,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_003,rollout_failure,0
0.05,0.02,9,test,permuted,traj_004,one_step_rmse,0.0994437431541
0.05,0.02,9,test,permuted,traj_004,oracle_rollout_rmse,1.30468828486
0.05,0.02,9,test,permuted,traj_004,observed_rollout_rmse,1.30983882791
0.05,0.02,9,test,permuted,traj_004,oracle_radial_rmse,0.198686967608
0.05,0.02,9,test,permuted,traj_004,observed_radial_rmse,0.180554463817
0.05,0.02,9,test,permuted,traj_004,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_004,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_004,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_004,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_004,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_004,rollout_failure,0
0.05,0.02,9,test,permuted,traj_005,one_step_rmse,0.0980873099709
0.05,0.02,9,test,permuted,traj_005,oracle_rollout_rmse,1.38055226288
0.05,0.02,9,test,permuted,traj_005,observed_rollout_rmse,1.38118151237
0.05,0.02,9,test,permuted,traj_005,oracle_radial_rmse,0.0873788296483
0.05,0.02,9,test,permuted,traj_005,observed_radial_rmse,0.0870359610138
0.05,0.02,9,test,permuted,traj_005,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_005,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_005,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_005,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_005,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_005,rollout_failure,0
0.05,0.02,9,test,permuted,traj_006,one_step_rmse,0.0992899387768
0.05,0.02,9,test,permuted,traj_006,oracle_rollout_rmse,1.63961021367
0.05,0.02,9,test,permuted,traj_006,observed_rollout_rmse,1.64765093644
0.05,0.02,9,test,permuted,traj_006,oracle_radial_rmse,0.392560290897
0.05,0.02,9,test,permuted,traj_006,observed_radial_rmse,0.397201363691
0.05,0.02,9,test,permuted,traj_006,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_006,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_006,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_006,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_006,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_006,rollout_failure,0
0.05,0.02,9,test,permuted,traj_007,one_step_rmse,0.0967686718559
0.05,0.02,9,test,permuted,traj_007,oracle_rollout_rmse,1.30305451236
0.05,0.02,9,test,permuted,traj_007,observed_rollout_rmse,1.29467179159
0.05,0.02,9,test,permuted,traj_007,oracle_radial_rmse,0.152299925434
0.05,0.02,9,test,permuted,traj_007,observed_radial_rmse,0.156799928578
0.05,0.02,9,test,permuted,traj_007,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_007,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_007,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_007,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_007,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_007,rollout_failure,0
0.05,0.02,9,test,permuted,traj_008,one_step_rmse,0.095589226825
0.05,0.02,9,test,permuted,traj_008,oracle_rollout_rmse,1.0540096682
0.05,0.02,9,test,permuted,traj_008,observed_rollout_rmse,1.05316983733
0.05,0.02,9,test,permuted,traj_008,oracle_radial_rmse,0.625639143612
0.05,0.02,9,test,permuted,traj_008,observed_radial_rmse,0.627122267374
0.05,0.02,9,test,permuted,traj_008,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_008,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_008,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_008,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_008,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_008,rollout_failure,0
0.05,0.02,9,test,permuted,traj_009,one_step_rmse,0.101257031072
0.05,0.02,9,test,permuted,traj_009,oracle_rollout_rmse,1.55649556869
0.05,0.02,9,test,permuted,traj_009,observed_rollout_rmse,1.55557281345
0.05,0.02,9,test,permuted,traj_009,oracle_radial_rmse,0.201383329965
0.05,0.02,9,test,permuted,traj_009,observed_radial_rmse,0.20045169666
0.05,0.02,9,test,permuted,traj_009,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_009,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_009,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_009,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_009,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_009,rollout_failure,0
0.05,0.02,9,test,permuted,traj_010,one_step_rmse,0.101155525354
0.05,0.02,9,test,permuted,traj_010,oracle_rollout_rmse,1.55205053675
0.05,0.02,9,test,permuted,traj_010,observed_rollout_rmse,1.5477708165
0.05,0.02,9,test,permuted,traj_010,oracle_radial_rmse,0.195872267255
0.05,0.02,9,test,permuted,traj_010,observed_radial_rmse,0.191282377983
0.05,0.02,9,test,permuted,traj_010,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_010,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_010,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_010,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_010,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_010,rollout_failure,0
0.05,0.02,9,test,permuted,traj_011,one_step_rmse,0.097082314053
0.05,0.02,9,test,permuted,traj_011,oracle_rollout_rmse,1.33496646755
0.05,0.02,9,test,permuted,traj_011,observed_rollout_rmse,1.33706343899
0.05,0.02,9,test,permuted,traj_011,oracle_radial_rmse,0.15080455837
0.05,0.02,9,test,permuted,traj_011,observed_radial_rmse,0.15047444392
0.05,0.02,9,test,permuted,traj_011,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_011,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_011,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_011,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_011,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_011,rollout_failure,0
0.05,0.02,9,test,permuted,traj_012,one_step_rmse,0.0992317987666
0.05,0.02,9,test,permuted,traj_012,oracle_rollout_rmse,1.58384308571
0.05,0.02,9,test,permuted,traj_012,observed_rollout_rmse,1.58851791814
0.05,0.02,9,test,permuted,traj_012,oracle_radial_rmse,0.332524488591
0.05,0.02,9,test,permuted,traj_012,observed_radial_rmse,0.338598435809
0.05,0.02,9,test,permuted,traj_012,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_012,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_012,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_012,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_012,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_012,rollout_failure,0
0.05,0.02,9,test,permuted,traj_013,one_step_rmse,0.0991761517987
0.05,0.02,9,test,permuted,traj_013,oracle_rollout_rmse,1.44128696417
0.05,0.02,9,test,permuted,traj_013,observed_rollout_rmse,1.44350367881
0.05,0.02,9,test,permuted,traj_013,oracle_radial_rmse,0.109436941334
0.05,0.02,9,test,permuted,traj_013,observed_radial_rmse,0.111626376917
0.05,0.02,9,test,permuted,traj_013,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_013,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_013,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_013,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_013,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_013,rollout_failure,0
0.05,0.02,9,test,permuted,traj_014,one_step_rmse,0.101154657637
0.05,0.02,9,test,permuted,traj_014,oracle_rollout_rmse,1.51045370726
0.05,0.02,9,test,permuted,traj_014,observed_rollout_rmse,1.51151559649
0.05,0.02,9,test,permuted,traj_014,oracle_radial_rmse,0.173976351739
0.05,0.02,9,test,permuted,traj_014,observed_radial_rmse,0.175678795131
0.05,0.02,9,test,permuted,traj_014,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_014,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_014,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_014,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_014,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_014,rollout_failure,0
0.05,0.02,9,test,permuted,traj_015,one_step_rmse,0.10041449836
0.05,0.02,9,test,permuted,traj_015,oracle_rollout_rmse,1.66278968856
0.05,0.02,9,test,permuted,traj_015,observed_rollout_rmse,1.66757637467
0.05,0.02,9,test,permuted,traj_015,oracle_radial_rmse,0.381392877858
0.05,0.02,9,test,permuted,traj_015,observed_radial_rmse,0.392231472924
0.05,0.02,9,test,permuted,traj_015,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_015,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_015,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_015,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_015,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_015,rollout_failure,0
0.05,0.02,9,test,permuted,traj_016,one_step_rmse,0.100894171627
0.05,0.02,9,test,permuted,traj_016,oracle_rollout_rmse,1.48631226278
0.05,0.02,9,test,permuted,traj_016,observed_rollout_rmse,1.48471600637
0.05,0.02,9,test,permuted,traj_016,oracle_radial_rmse,0.148768694806
0.05,0.02,9,test,permuted,traj_016,observed_radial_rmse,0.147567031374
0.05,0.02,9,test,permuted,traj_016,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_016,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_016,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_016,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_016,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_016,rollout_failure,0
0.05,0.02,9,test,permuted,traj_017,one_step_rmse,0.0999374715507
0.05,0.02,9,test,permuted,traj_017,oracle_rollout_rmse,1.50052254356
0.05,0.02,9,test,permuted,traj_017,observed_rollout_rmse,1.49571877279
0.05,0.02,9,test,permuted,traj_017,oracle_radial_rmse,0.209356225862
0.05,0.02,9,test,permuted,traj_017,observed_radial_rmse,0.203549156466
0.05,0.02,9,test,permuted,traj_017,one_step_failure_rate,0
0.05,0.02,9,test,permuted,traj_017,oracle_rollout_failure,0
0.05,0.02,9,test,permuted,traj_017,observed_rollout_failure,0
0.05,0.02,9,test,permuted,traj_017,oracle_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_017,observed_pre_failure_horizon,7.7
0.05,0.02,9,test,permuted,traj_017,rollout_failure,0
0.05,0.02,9,test,permuted,traj_018,one_step_rmse,0.0973300904175
0.05,0.02,9,test,permuted,traj_018,oracle_rollout_rmse,1.11199644852
0.05,0.02,9,test,permuted,traj_018,observed_rollout_rmse,1.11238340945
0.05,0.02,9,test,permuted,traj_018,oracle_radial_rmse,0.542317842152
0.05,0.02,9,test,permuted,traj_018,observed_radial_rmse,0.541552357653
0.05,0.02,9,test,permuted,traj_018,one_step_failure_rate,0
