split,condition,method,marginal,target,metric,value
test,missing_unbalanced_cell,regularized_dpca,interaction_time,invalid_rank_deficient_balanced_recovery__true_interaction_time_input,normalized_confusion_fraction,0.68362666191695987
test,missing_unbalanced_cell,regularized_dpca,interaction_time,invalid_rank_deficient_balanced_recovery__true_marginal_inputs,assigned_marginal_fraction,0.68362666191695987
test,missing_unbalanced_cell,regularized_dpca,interaction_time,invalid_rank_deficient_balanced_recovery__true_marginal_inputs,demixing_index,0.68362666191695987
validation,missing_unbalanced_cell,regularized_dpca,all,invalid_rank_deficient_balanced_recovery__lambda_selection,validation_mean_normalized_mse_lambda_0.0001,0.51722266477206413
validation,missing_unbalanced_cell,regularized_dpca,all,invalid_rank_deficient_balanced_recovery__lambda_selection,validation_mean_normalized_mse_lambda_0.01,0.51662082815385912
validation,missing_unbalanced_cell,regularized_dpca,all,invalid_rank_deficient_balanced_recovery__lambda_selection,validation_mean_normalized_mse_lambda_1,0.50721482224620451
validation,missing_unbalanced_cell,regularized_dpca,all,invalid_rank_deficient_balanced_recovery__lambda_selection,validation_mean_normalized_mse_lambda_100,0.84486905696724512
validation,missing_unbalanced_cell,regularized_dpca,all,invalid_rank_deficient_balanced_recovery__lambda_selection,selected_lambda,1
test,missing_unbalanced_cell,trial_level_ridge_classifier,stimulus,invalid_rank_deficient_balanced_recovery__heldout_trial_labels,accuracy,1
validation,missing_unbalanced_cell,trial_level_ridge_classifier,stimulus,invalid_rank_deficient_balanced_recovery__regularization_selection,selected_lambda,0.001
test,missing_unbalanced_cell,trial_level_ridge_classifier,decision,invalid_rank_deficient_balanced_recovery__heldout_trial_labels,accuracy,1
validation,missing_unbalanced_cell,trial_level_ridge_classifier,decision,invalid_rank_deficient_balanced_recovery__regularization_selection,selected_lambda,0.001
train,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,minimum_cell_count,0
train,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,maximum_cell_count,40
train,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,effect_design_rank,3
train,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,balanced_indicator,0
validation,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,minimum_cell_count,0
validation,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,maximum_cell_count,20
validation,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,effect_design_rank,3
validation,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,balanced_indicator,0
test,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,minimum_cell_count,30
test,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,maximum_cell_count,30
test,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,effect_design_rank,4
test,missing_unbalanced_cell,cell_design_diagnostic,all,trial_cell_structure,balanced_indicator,1
test,balanced,training_joint_label_pair_shuffle_dpca,time,heldout_true_label_marginal,normalized_mse,0.21133560603885929
test,balanced,training_joint_label_pair_shuffle_dpca,stimulus_time,heldout_true_label_marginal,normalized_mse,0.87908115302742429
test,balanced,training_joint_label_pair_shuffle_dpca,decision_time,heldout_true_label_marginal,normalized_mse,0.94681465402307952
test,balanced,training_joint_label_pair_shuffle_dpca,interaction_time,heldout_true_label_marginal,normalized_mse,1.2868462051939931
validation,balanced,training_joint_label_pair_shuffle_dpca,all,shuffle_lambda_selection,selected_lambda,1
test,balanced,training_joint_label_pair_shuffle_decoder,stimulus,heldout_true_trial_labels,accuracy,0.48333333333333334
validation,balanced,training_joint_label_pair_shuffle_decoder,stimulus,shuffle_regularization_selection,selected_lambda,0.001
test,balanced,training_joint_label_pair_shuffle_decoder,decision,heldout_true_trial_labels,accuracy,0.54166666666666663
validation,balanced,training_joint_label_pair_shuffle_decoder,decision,shuffle_regularization_selection,selected_lambda,0.001
test,decoder_training_label_shuffle_null,trial_level_ridge_classifier,stimulus,heldout_trial_labels,null_median,0.5083333333333333
test,decoder_training_label_shuffle_null,trial_level_ridge_classifier,stimulus,heldout_trial_labels,null_percentile_2_5,0.42125000000000001
test,decoder_training_label_shuffle_null,trial_level_ridge_classifier,stimulus,heldout_trial_labels,null_percentile_97_5,0.59541666666666659
test,decoder_training_label_shuffle_null,trial_level_ridge_classifier,stimulus,heldout_trial_labels,null_exceedance_count_ge_observed,0
test,decoder_training_label_shuffle_null,trial_level_ridge_classifier,decision,heldout_trial_labels,null_median,0.5
test,decoder_training_label_shuffle_null,trial_level_ridge_classifier,decision,heldout_trial_labels,null_percentile_2_5,0.38333333333333336
test,decoder_training_label_shuffle_null,trial_level_ridge_classifier,decision,heldout_trial_labels,null_percentile_97_5,0.61854166666666666
test,decoder_training_label_shuffle_null,trial_level_ridge_classifier,decision,heldout_trial_labels,null_exceedance_count_ge_observed,0
test,pseudo_population_control,trial_level_ridge_classifier,stimulus,pseudo_population_trial_labels,accuracy,1
test,pseudo_population_control,trial_level_ridge_classifier,stimulus,pseudo_minus_simultaneous,accuracy_gap,0
test,pseudo_population_control,trial_level_ridge_classifier,decision,pseudo_population_trial_labels,accuracy,1
test,pseudo_population_control,trial_level_ridge_classifier,decision,pseudo_minus_simultaneous,accuracy_gap,0
test,pseudo_population_control,regularized_dpca,all,condition_mean_maps,condition_mean_map_parameter_max_abs_change,8.5209617139980764e-15
test,pseudo_population_control,regularized_dpca,all,condition_mean_maps,condition_mean_reconstruction_max_abs_change,6.6613381477509392e-16
test,trial_averaging_mismatch,regularized_dpca,all,heldout_condition_means,condition_mean_normalized_mse,0.05570776871402542
test,trial_averaging_mismatch,regularized_dpca,all,centered_noiseless_latent_signal_effect_target,single_trial_latent_signal_normalized_mse,0.63118578311359785
test,trial_averaging_mismatch,regularized_dpca,all,centered_noisy_observed_trial_target,single_trial_noisy_observation_normalized_mse,0.47231542380491753
test,trial_averaging_mismatch,trial_level_ridge_classifier,stimulus,heldout_single_trial_labels,accuracy,1
test,trial_averaging_mismatch,trial_level_ridge_classifier,decision,heldout_single_trial_labels,accuracy,1
