split,condition,preprocessing,method,target,metric,value
test,symmetric_decay,train_fit,skew_plane_1,projected_trajectory,condition_signed_angular_rate_sd,0.54648737838659089
test,symmetric_decay,train_fit,skew_plane_1,condition_0,condition_span_radians,0.74902853072486097
test,symmetric_decay,train_fit,skew_plane_1,condition_1,condition_span_radians,1.0870745586481272
test,symmetric_decay,train_fit,skew_plane_1,condition_2,condition_span_radians,1.8907974145256463
test,symmetric_decay,train_fit,skew_plane_1,condition_3,condition_span_radians,0.86065006065503824
test,symmetric_decay,train_fit,skew_plane_1,condition_4,condition_span_radians,0.83331986503222533
test,symmetric_decay,train_fit,skew_plane_1,condition_5,condition_span_radians,0.73051618040867239
test,symmetric_decay,train_fit,skew_plane_1,condition_6,condition_span_radians,0.83609983537105914
test,symmetric_decay,train_fit,skew_plane_1,condition_7,condition_span_radians,0.98792048880849248
test,symmetric_decay,train_fit,skew_plane_1,skew_generator,signed_rate,0.28476699932566374
test,symmetric_decay,train_fit,skew_plane_1,skew_generator,absolute_rate,0.28476699932566374
test,symmetric_decay,train_fit,skew_plane_2,projected_trajectory,plane_occupancy,0.25099764851811823
